,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y0,y1
0,0.1432613526107932,-0.27245976518229503,-0.11042295171674467,0.14670710703172168,0.17355250113515594,0.3348279399537106,-0.11973243923711105,-0.22032355051070351,0.2200548057248164,-0.20738138679371135,1.2236940152748537,0.3073058116106214,0.11684108693992455,-0.09159189894765347,0.010522985883146832,0.15201302559024113,0.00260896450071377,0.5630814955788189,-0.2537549007525366,-0.25682803442575824,-0.3616385151718895,-0.21666416278180867
1,0.14829766364744595,-0.1638721290540208,0.04040057854435815,-0.09088246078153774,0.19681537892849935,0.19772907267640494,-0.206508634217292,-0.3937122838825155,-0.450512165818392,0.1737170167300345,-0.3383552764777316,-0.14424246315060502,-0.16971395060131467,-0.014960914798377491,-0.5510748936477218,0.05372733054231522,0.14910199929302834,0.025165367147411702,0.9115202443944388,0.02772057328996136,0.5858684136063056,-0.25192339886702697
2,-0.32618339411104563,-0.4522029411577056,-0.019491663540048776,-0.4530707432749028,0.02767988150572779,0.2968578273523032,0.19198556773275866,-0.33146058615537954,-0.27203887337069355,0.10381798509852376,-0.12690150842483025,-0.10013519655173043,0.188758403086012,-0.3122074654902641,-0.12688155596362724,-0.25300829404145364,-0.329866510829986,-0.2710319209052404,0.21423234837333646,1.0163870460001485,0.38591919917261686,0.3568333347806705
3,0.017964021699317417,0.2944628320754711,0.19382084650910567,-0.28870539066057105,0.18029886138873413,0.038213383123846985,-0.07089035939390623,0.00503980689821814,0.2655316063199002,-0.1838177008264727,1.083174572989966,-0.0020036548241952265,-0.3728703899132885,-0.16644911122211775,0.040087375587973616,0.26916869298837065,0.20775319281932,0.12390788104236986,-0.16915097874205925,0.3737105423268097,-0.3252301704015754,0.06710377415724503
4,0.15927615832981726,-0.2057453663556745,0.7638430636730245,0.4544147566927045,0.007365751857111,0.14163864345376154,-0.28135480829196685,-0.09663421172328393,0.17473395459042218,0.4010238766464943,-0.18557286034028544,-0.20566287124544716,-0.0058065241740802315,-0.3904654189129085,-0.007718480433997631,-0.016579819096491578,0.18564050183229094,0.3623444917601116,0.14596248243220256,0.18994421610826093,0.4147320000459434,-0.14958632280404588
5,-0.2430994143726561,1.1344951924533302,-0.05194866083807916,-0.03923556670568743,0.2911948852234752,0.11503479195150294,0.06231951481937133,0.023874395585645608,0.2554448646224226,0.28898798882635435,0.15620928300252085,0.09784656893810803,-0.35201145199425443,0.02079225953190587,-0.021865306362748232,0.01578944151768046,0.15848493065788555,-0.4604202824273375,-0.0956765342965294,0.04535915428958115,-0.5827423554895375,0.15152504544656234
6,0.16690578357891625,-0.08700790651240031,-0.2796824281721993,0.213256332749522,-0.20719229100987585,0.11789399788306737,0.02774372224721118,0.04354742799005047,-0.08838720462110503,0.05529598627421162,-0.25225297661129115,0.08894115651130255,0.2354989523892884,0.13370978563033134,-0.30545697312827724,-0.14886235976955006,-0.028404124706591805,1.0736496375320577,-0.01613129796631493,-0.07459905098206655,0.2719519071380396,-0.7178547863448668
7,0.08467541479832777,1.2431442543034723,-0.3848306037536216,-0.4553395963520902,-0.13644888522548776,0.2793895349609818,-0.08868988834439905,-0.2035417155727058,0.0507082306134008,0.2771317452623441,-0.3701134710565269,-0.3100739184261589,-0.2020132843485261,0.28038558874352065,0.060148240116380265,0.5461393489621973,0.23986541329922795,-0.008989436197363952,0.3240427182467394,0.05417379456290358,0.05593191242438266,-0.4468975407759639
8,0.21876147601648285,0.17847522253143167,0.6928345881614941,-0.2732360127102878,-0.6588897507450315,-0.3640256357391674,-0.4688000612393055,0.01270935701710449,0.4330429835339527,-0.008583980783341225,0.10715509471255408,0.24602632247242415,0.21494299807440304,-0.12201063333918545,-0.4627503394991516,-0.13591643626188266,0.019909496264965076,-0.2756384183937845,0.11446202693085955,-0.09256369218589006,0.6806879991319931,0.1544681918915875
9,-0.1261805805745315,0.957127348069683,0.13479926248148658,0.15902471613596147,0.3303228094278489,-0.009056741196468902,-0.08068137584680349,-0.06300040538953554,-0.12472348210096992,-0.009538228725928518,0.04688974249769577,-0.004195128478205286,0.13431686800040038,-0.02869450757957656,-0.042567262005448,-0.07121301218486979,-0.2000191426828637,-0.1920721086704504,-0.1444623120385819,0.15944200797846508,-0.47249672650181745,0.016518575703578744
