,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,y0,y1
0,0.57139367,0.0018046575,0.00025114982,1.4899425000000002e-05,0.00063401175,6.263925e-07,4.0768300000000004e-07,1.6877479999999998e-05,0.42583677,4.6918256e-05,0.35337337912665945,-0.42098286176687083
1,0.0068187113,0.00039650436,0.1732565,0.112954095,0.24064797,0.20970659,0.021525747999999997,0.22627111,0.006105108000000001,0.0023176193,-0.2231731938593009,-0.026198819621371203
2,0.006048065,0.0008847709399999999,0.036015335,0.039429918,0.051060833,0.22558270000000002,0.027015945,0.6010673000000001,0.002728982,0.010166058,-0.23761160546482732,0.028114082654787424
3,0.16172703,0.0708285,0.009368401,0.0029580803,0.0056918575,0.0009385821,0.0012050713000000002,0.0012217172,0.6935640000000001,0.052496735,0.43079888150971096,-0.3817413127667662
4,0.07245132,0.23128706,0.075881965,0.082176104,0.05095806,0.07799076,0.09515783,0.060909472,0.09668801,0.15649939999999998,0.0668706683957189,0.10437949666362868
5,0.01633111,0.010849952,0.0026888356,0.0020238399,0.0021886968,0.0010389559,0.00035441757000000005,0.015846554,0.015904903,0.93277276,0.35434736642290765,0.5857353722009373
6,0.063881256,0.48624054,0.017331662,0.015675833,0.0057527167,0.021058427,0.0036781025,0.009505412,0.15703093,0.21984527,0.29395981473220645,0.22133039678914143
7,0.017197331,0.84101415,0.0022016086,0.0034749282,0.00081134046,0.0035229127000000002,0.0012193039,0.0030561525,0.051083267,0.07641902,0.28589468874640367,0.346494146585322
8,0.84044486,0.01856118,0.028055412999999998,0.0115276575,0.0072800987,0.00048487957,0.0005610683599999999,0.0005974262,0.0893697,0.0031177616,0.2376654394340328,-0.3122526572855439
9,0.0042458717,0.013612608,0.066185534,0.09235442,0.52282375,0.09967686,0.18406682,0.013433859,0.0008856687300000001,0.0027145941,-0.2618555092751921,-0.0267702317044893
10,0.022373239,0.0021634876999999998,0.41471475,0.08443616,0.32024040000000004,0.045874692,0.09153049,0.011520218999999998,0.004102881,0.0030436525,-0.21542252180365015,-0.06838087524031317
11,0.035147313,0.0011659705,0.09974192,0.16030996,0.23634185,0.2595934,0.042316257999999995,0.15276812,0.0019528508,0.010662313,-0.21437544415140888,-0.0246987369003089
12,0.7313225,0.0036521634999999997,0.14506073,0.005122538,0.0076596453,0.0015975425,0.0040083867,0.00022508130000000002,0.100107655,0.0012437219,0.1918588477990394,-0.30370945690275075
13,0.0017864179,0.6762570999999999,0.00032751635,0.0003895649,0.0005935358999999999,0.00020416168,0.0034252512,9.066803e-05,0.03764543,0.27928036,0.30681495323440616,0.42348383991907357
14,0.0062415698,0.004329885,0.0016154821,0.00898128,0.003966117700000001,0.013658368999999998,0.036861844,0.14346622,0.000466773,0.7804125,0.2318873146891125,0.5053459167821343
15,0.0054543926,0.0014197727,0.019852566000000002,0.15698183,0.05393314,0.13651401,0.04572546,0.51961446,0.0010106363,0.05949378,-0.21134586939545785,0.05768308465819916
16,0.011698603,0.0015839495,0.041007787000000004,0.0052416929999999995,0.13010949,0.001736585,0.8033059,0.002403703,0.0011707441999999999,0.0017415464000000002,-0.4080508760395947,-0.008098097913909924
17,0.076969124,0.44993225,0.03381252,0.05751887,0.03213234,0.0342485,0.08651036,0.014563043999999999,0.07568402,0.13862897,0.15370482180484252,0.19367432653261354
18,0.00018095471999999999,3.3158492e-05,0.0014223905,0.00028539394,0.020058759,0.0017485818,4.9440487000000005e-06,0.97625494,2.6255516e-06,8.332685e-06,-0.25283954550139376,0.05674074256097973
