,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,y0,y1
0,-35.4196069754966,-46.88612981369711,-55.431485317888296,-60.61673819448717,-63.33985896129086,-64.79748849783071,-65.73364359989243,-66.3047335594284,-66.39191077630912,-66.02088734078303,-65.52498017002623,-65.31350043078365,-65.53896617641097,-66.04204388554335,-66.57185549887454,-66.96448514104446,-67.13169655415788,-67.00871911027168,-66.59976076491868,-66.04358330074824,-65.56390619929758,-65.32018996579934,-65.27499224715176,-65.17690328248499,-64.72614204812865,-63.83411244547368,-62.69768711540907,-61.58305759164506,-60.61058759638378,-59.79957431412063,-59.21195159629061,-58.950995318936,-59.0768637690225,-59.582448406987886,-60.393790098204896,-61.347843241405094,-62.227458407327404,-62.88091599693496,-63.2964773046546,-63.5357605469244,-63.602600055251074,-63.36377371454144,-62.55997143961964,-60.87833382014308,-57.99658045144682,-53.55853915183484,-47.29642490201814,-39.56220390405362,-31.92651548123803,-26.911639155757808,-26.559708160774136,-30.98070919454271,-38.298870528391596,-45.96794710014576,-52.14779590841401,-56.19107486664815,-58.3756750549128,-59.41644916720769,-60.04040329653641,-60.70947664632251,-61.53782931487011,-62.38982072500214,-63.06696422903346,-63.46932956877653,-63.65575738178672,-63.798560011750496,-64.09096491545525,-64.66303779641726,-65.49933087293743,-66.33878906285732,-66.62992814621077,-65.64688966808532,-62.80407380437489,-58.1487485013613,-52.827932198228034,-48.95132976647525,-48.45105653654122,-51.66328361823844,-57.03654573165503,-62.32091432746569,-66.03825642518841,-67.96842255243756,-68.62625945074346,-68.57467988622571,-68.14334009715674,-67.41258454618965,-66.1564680180047,-63.870290638684274,-60.245601839168394,-55.93272854223646,-52.70901338991207,-52.44679986242946,-55.652712625310656,-61.07119792162798,-66.69411584484577,-71.00330571191928,-73.36037273001317,-73.65282889268191,-71.94888008689989,-68.62909312732299,-64.78844360953764,-62.1843243879365,-62.29716406127841,-65.18571597157968,-69.36144723730445,-72.86767441129366,-74.45479924731042,-73.95621936107392,-72.08227358030501,-70.10629403991797,-69.34516468442537,-70.3587410768521,-72.49212416889144,-74.36431398174332,-74.93539256167142,-74.22487706749173,-73.17805385578502,-72.85837987301149,-73.58874146115755,-74.75058002420015,-75.42893642119422,-75.27415348702581,-74.68548195372188,-74.07101296994826,-72.81438517586791,-69.00827300583789,-60.598482003707794,-47.34985448905304,-15.912388,24.841835
1,-23.744635191039904,-30.854301904352532,-35.845883122913314,-38.58019078956505,-39.570151300245534,-39.177472003620956,-37.30433141927367,-33.70446973387429,-28.517766703407396,-22.53838394141502,-16.96542831623201,-12.813856780011196,-10.456830581156165,-9.60529297331841,-9.64482237199945,-10.018803017000431,-10.411635527874264,-10.716477611627912,-10.932389449763436,-11.09851390430887,-11.252557156609466,-11.399482455148313,-11.540645148783092,-11.74490606662066,-12.134226968736794,-12.757857804191456,-13.52269626148977,-14.28061678848702,-14.93081737338413,-15.400413874862044,-15.602619252465074,-15.510796073336742,-15.267194959013837,-15.142155877988367,-15.340108119397604,-15.848426691834273,-16.45938154338206,-16.893802761333365,-16.926399825391805,-16.50063417615667,-15.786751668780756,-15.088516411520347,-14.645157706476665,-14.518936557876954,-14.649959061681187,-14.956854691815732,-15.363359074522052,-15.777973529787635,-16.100892766937278,-16.26961781048875,-16.300480390115112,-16.28163058716782,-16.313267790864142,-16.44463256766484,-16.658791716767038,-16.89655692240197,-17.076206225302812,-17.095441649817204,-16.852554826690007,-16.31725596557052,-15.599354699710002,-14.91877452739557,-14.471804936138838,-14.313221362377119,-14.362818730215,-14.511565307013422,-14.70281214075695,-14.910460589542945,-15.074293758798028,-15.108335656224625,-14.98979589246094,-14.813345116639864,-14.729466601112401,-14.821300572774662,-15.038795724588294,-15.243903416542953,-15.312440951299973,-15.203829537060852,-14.962397259791794,-14.677847986694653,-14.443969532520445,-14.322791230453564,-14.314547609731546,-14.367379094909033,-14.444561182929275,-14.57714925288921,-14.820237407839649,-15.160530874994466,-15.503047976382293,-15.755557954224136,-15.8998160336507,-15.976255510951864,-16.026274211154206,-16.06538170978358,-16.09982563006475,-16.143061557255464,-16.19871080447282,-16.235058482840646,-16.204216661055604,-16.097788165492133,-15.964334263473887,-15.858995586887918,-15.795647148603672,-15.766257384271686,-15.78683040311455,-15.892976521894019,-16.092162833922686,-16.337768226201177,-16.552721602411086,-16.679745449015478,-16.719724532989705,-16.725298993939163,-16.75045943807011,-16.798773338623118,-16.818583861527983,-16.757388993988126,-16.631080713573155,-16.53119904773142,-16.546380920227726,-16.681358099271723,-16.878033629964072,-17.126258768928935,-17.51717947184751,-18.142566323675155,-18.87132530966437,-19.152542003528183,-18.127801647914747,-15.245898885154762,20.334574,-19.96827
2,-20.434106873287927,-24.33980701791888,-25.335563261075087,-23.974617478799143,-21.654940627848724,-19.72152446940003,-18.836665429477343,-18.758515591063162,-18.644161315048162,-17.771544436515327,-16.19978259992461,-14.838912939945178,-14.786555560605972,-16.409041866670698,-19.015231282840997,-21.42888686429334,-22.846548834300805,-23.218964285888013,-23.010808028695944,-22.703135310135973,-22.455224803964285,-22.113614085667766,-21.489163885260464,-20.651999835971388,-19.976238834851106,-19.86080134999921,-20.39073816007151,-21.288975102405857,-22.16443249231301,-22.78028433219308,-23.1587189877337,-23.48961776755354,-23.90055578212317,-24.28575547830625,-24.368965215817475,-23.929681419797134,-23.00198864120624,-21.903995244179388,-21.034933682337503,-20.579100848268546,-20.429588233146312,-20.41433353516565,-20.530939579779012,-20.913688942607173,-21.585533176733694,-22.30574800882009,-22.749066825306198,-22.850898314881483,-22.890661858556328,-23.170393757433157,-23.68819648478837,-24.230388704300665,-24.706500160155144,-25.21555969724636,-25.81644715936082,-26.450036949268394,-27.119408233699428,-27.935764515489545,-28.906131852623343,-29.829901788933892,-30.47148993223947,-30.766611738169605,-30.8849856957587,-31.138331828767573,-31.72330819887351,-32.48916024491352,-33.06169449105121,-33.230238842753266,-33.118762476386244,-32.99093433117353,-32.99815469987098,-33.117283186109326,-33.22827601380857,-33.18871546942824,-32.87022385477842,-32.20011529705678,-31.24557332232308,-30.29894540937368,-29.81672651495864,-30.133666460826117,-31.17563728776471,-32.51305224366145,-33.72719102127732,-34.69326510208543,-35.53664258690618,-36.40567752375507,-37.30708940292148,-38.110865132400384,-38.67552910568668,-38.966258309311435,-39.07086970230429,-39.12497116297987,-39.2289579139121,-39.40842490758308,-39.614839075810345,-39.74343059680499,-39.66502850247413,-39.296177545954144,-38.687463709885634,-38.03171109847426,-37.54219469399282,-37.30813793833636,-37.277432338364456,-37.36820608110568,-37.572900436241454,-37.94438771736075,-38.49880527133402,-39.16557801689422,-39.84519911016565,-40.494542677674715,-41.142962635733646,-41.84752539581295,-42.645744225491406,-43.52170994548915,-44.39073520122427,-45.131658030604925,-45.65106701349015,-45.91449373571564,-45.93903490052793,-45.798456830414175,-45.6381282019506,-45.64598765072985,-45.9449759627344,-46.42753791177179,-46.527200233430655,-45.06437535096842,-40.6203695157234,-32.6745286782761,4.2502403,-8.221771
3,-26.84324692816921,-36.29533941814739,-44.28245159722475,-50.24205131601781,-54.207771582148425,-56.40153646501807,-57.09017980763015,-56.518650083596846,-54.77489283477135,-51.83569993528359,-47.99201255764541,-44.288882319696214,-42.315995544603574,-43.23354105232913,-46.86580056160864,-51.79370018925826,-56.34590998871766,-59.487846724399425,-60.94161670836685,-60.799270976383475,-59.18603902828744,-56.189917122671076,-52.000582881348826,-47.1186049484703,-42.44197433873988,-39.102562326721966,-38.07151532271251,-39.670019478755954,-43.267678366867706,-47.48962372807714,-50.87913425572438,-52.51301016032897,-52.17694264892253,-50.201416428321885,-47.255205296425935,-44.15417487371202,-41.5911138595525,-39.913633382379295,-39.23570851919106,-39.773947639921204,-41.85991963354707,-45.43388671745142,-49.609870173867996,-52.953986294837115,-54.308984701362746,-53.42463501407281,-50.92957004555736,-47.83094774222886,-45.060109059432214,-43.34816530847604,-43.20814129401553,-44.69320253156777,-47.11551749994376,-49.264342300190755,-50.169437730551,-49.723461698761405,-48.60187802553071,-47.707256862586185,-47.67725543696965,-48.63696181350039,-50.16933548835677,-51.559945248843526,-52.218830470343256,-51.96538133744073,-51.043465569313184,-49.984625021558884,-49.36987610832293,-49.494338780692864,-50.133973424133615,-50.67358456484432,-50.568207939063775,-49.77194961205929,-48.73642531744942,-47.9511999515814,-47.49446578973939,-47.090275372839095,-46.55915596369008,-46.06338991008296,-45.89087896901996,-46.175185554482994,-46.9312003417173,-48.202849913643256,-49.97921122897809,-52.02975153281538,-53.98264154717727,-55.524659381415645,-56.44096541498489,-56.60316805070613,-56.088009692737856,-55.231838290835206,-54.43552262200031,-53.92893983852468,-53.72715548044664,-53.706237719609106,-53.66894798854473,-53.41677461270518,-52.86185728163034,-52.11668855946621,-51.4770862813878,-51.28839540895788,-51.766262263906654,-52.875345976780366,-54.33993542200103,-55.77575732905871,-56.84689371805327,-57.36209136901802,-57.314132554718256,-56.88598421723568,-56.389452174486244,-56.120933985643255,-56.22065521346574,-56.6453342811289,-57.24618191494897,-57.82892263484406,-58.147283424249274,-57.939802845950716,-57.075607706849404,-55.66059250258706,-53.94661742570766,-52.142796386370094,-50.3525298230546,-48.686994641900064,-47.355786558700466,-46.52332662996432,-45.88675563549586,-44.301270665914366,-40.120782078542106,-32.50934659697706,-8.094178,15.925021
4,-7.000160469838693,-10.502130317096867,-13.93396104714423,-16.72906657208805,-18.6185177877667,-19.661949070525324,-20.088318642805145,-20.123320173019373,-19.925045972236468,-19.5849798796905,-19.10724113716895,-18.3877508240954,-17.27122217992174,-15.684121365051535,-13.749804299949586,-11.798584724637712,-10.264764453788867,-9.538314476259401,-9.837952363740053,-11.107525764111557,-12.966883604348784,-14.833397071918887,-16.20616694825192,-16.900725356455773,-17.069850480133383,-17.03545188563686,-17.04835906422851,-17.134203138864397,-17.150269086530393,-16.990541617853467,-16.728693478274657,-16.590277617917987,-16.82320381798496,-17.553671152959808,-18.67447343978705,-19.84862664857537,-20.69853199665965,-21.07385469934047,-21.141560104987832,-21.187892335038462,-21.356400303056954,-21.611219353932746,-21.885019010819942,-22.154583843214613,-22.375719855555417,-22.44261638641501,-22.275067254984346,-21.937735907996537,-21.644047794417798,-21.61533857297202,-21.919730649566134,-22.4481490648562,-23.044738751587914,-23.63540735773213,-24.22424452562118,-24.821054403310317,-25.434452835069337,-26.10964304956372,-26.895871972568113,-27.76802893627369,-28.625808056258286,-29.372651674693785,-29.973147192481548,-30.456440872037568,-30.892443085753754,-31.351452391883683,-31.877347000821523,-32.50072826634875,-33.24468183639284,-34.070053924388105,-34.82111325021775,-35.28599097286553,-35.36520531122042,-35.188262822582395,-35.04042173214181,-35.14978842149142,-35.52781624904644,-36.00003547481248,-36.378136548979384,-36.607187231646755,-36.77207192815842,-36.99526542580827,-37.34827158305779,-37.847990461541684,-38.4982950583649,-39.308792006589336,-40.27675766389215,-41.35690185780177,-42.440859511673224,-43.363390147883855,-43.9583497181421,-44.16651418213325,-44.119287498042745,-44.091082898049095,-44.32633963104312,-44.88737890155679,-45.65156127614857,-46.42635173818755,-47.050583680900466,-47.4206883960166,-47.49533330732182,-47.323543790869344,-47.04947351356302,-46.842988122462174,-46.796180069676964,-46.872354555283785,-46.94405046485778,-46.88973149064443,-46.685959520847426,-46.431884762769364,-46.2866114690031,-46.37072928042297,-46.71166088334457,-47.26123500238752,-47.95008330383838,-48.725572809243154,-49.5497788960621,-50.38012061916894,-51.17126779428014,-51.90266272190684,-52.59566813228228,-53.30757738170949,-54.07895027180604,-54.78721450437345,-54.84617135887394,-52.96342024418606,-47.56055573909328,-38.10847997848075,-0.10697664,-7.893707
5,-7.413034195765307,-9.548673662077869,-11.627743894089614,-13.814754754990528,-16.031527433345627,-17.99359037508661,-19.524321838424807,-20.71135604155979,-21.760064199783145,-22.758821295908426,-23.61010504286708,-24.164854320763325,-24.39201784416073,-24.407998470400443,-24.36731503137144,-24.33877252002821,-24.27349866030313,-24.08434158551629,-23.763623918284694,-23.41880360214124,-23.17935383280356,-23.08569412338604,-23.098732780584587,-23.19206632391517,-23.377482431527863,-23.63865156960884,-23.88413521877553,-23.994621324406353,-23.940714685580893,-23.87640455810719,-24.077585613119982,-24.706680184392294,-25.621032733840252,-26.46245456056109,-26.94050897984889,-27.00385619341485,-26.79042277328737,-26.496864435728607,-26.275548925147067,-26.16433387008137,-26.08101099845514,-25.91670040916516,-25.64983430119566,-25.352366999624802,-25.091580122072536,-24.86166898873837,-24.62165681174105,-24.37001920023551,-24.159372018717924,-24.042981354108534,-24.022370837304077,-24.05748230188057,-24.12822741076177,-24.27423587899531,-24.561753539591923,-25.01401289077199,-25.584643179936474,-26.19598084590671,-26.773958073140587,-27.226659009611968,-27.430471780347,-27.30809302816437,-26.930732709646076,-26.49405295566273,-26.172500515784375,-26.022419021458923,-26.029085345387717,-26.198895066332955,-26.56490639006595,-27.110972024853112,-27.719668475185298,-28.20401134536219,-28.38599870919009,-28.169289262301287,-27.580743324491944,-26.757368660928535,-25.890582699838877,-25.194573827170128,-24.900955331647395,-25.187145725909424,-26.039247347621675,-27.219153971639532,-28.422837659662147,-29.465840699102678,-30.311715929689175,-30.985870621757684,-31.51876595830923,-31.94817083782175,-32.322718950298125,-32.684184334032025,-33.03902021975477,-33.340141759607256,-33.51598986078492,-33.54220843825807,-33.48015811707764,-33.44028602656376,-33.515740042083394,-33.745436672710774,-34.11934056260799,-34.60210703140837,-35.14669509491077,-35.70071031143966,-36.229393882581476,-36.74461312117132,-37.294263999482226,-37.90380402614328,-38.521839657430895,-39.02659813191761,-39.299760708135146,-39.31159923634063,-39.14187041719417,-38.921456838892105,-38.75926769025037,-38.71622869233475,-38.82101763246077,-39.09045200644231,-39.528758444257406,-40.100444864337526,-40.71226617521103,-41.25637164334399,-41.699880166190454,-42.136949541153676,-42.7152481565366,-43.43133981231432,-43.820707892503634,-42.74242616147792,-38.75635505820607,-31.29895233385049,8.766823,-9.487621
6,-6.933787836820152,-10.208011854645745,-13.379056048090675,-16.011318750892794,-17.877948803607516,-18.960736429314203,-19.42162525945949,-19.524652981148453,-19.509005886529227,-19.523879384012027,-19.670009371606028,-20.044512420708138,-20.703742253739506,-21.605634071567888,-22.64887196125667,-23.78411258393543,-25.029136920248607,-26.35552234682073,-27.626124201216825,-28.657789783529356,-29.27897887145025,-29.34000549825067,-28.786698318769368,-27.79732947524405,-26.802388294587654,-26.26710771136055,-26.375114036868897,-26.912149951721894,-27.476820752254604,-27.81801089689568,-28.008331475767196,-28.348315444417363,-29.096654552885628,-30.23448211829525,-31.460868307018565,-32.42739598719979,-32.99385778228401,-33.28069339183026,-33.50906206148939,-33.81187074011298,-34.17604069747533,-34.51156037943337,-34.75176409636107,-34.90399912772203,-35.004780608425385,-35.01129502675718,-34.77226569291855,-34.170515615133795,-33.298982752701995,-32.44735382187548,-31.886977185027213,-31.688169500921827,-31.756829588412746,-31.992175282276254,-32.34618409790052,-32.77024154116245,-33.21049652733972,-33.67751044159277,-34.23999692391959,-34.908278577961624,-35.57916334131256,-36.14008579272194,-36.60370707508378,-37.10357303038016,-37.75983626491763,-38.5656011713042,-39.40061111332733,-40.13432073032775,-40.70496603962761,-41.127541788449,-41.468274566301496,-41.81750812856525,-42.26027016545032,-42.85201513210069,-43.611274550112256,-44.52099145468341,-45.528002889538925,-46.55008852246016,-47.5009313111182,-48.31746453647148,-48.97801278658102,-49.509809199333866,-49.97458010654154,-50.42837742685453,-50.888120763160074,-51.33241077923376,-51.725202101753304,-52.04510740636465,-52.31346375060402,-52.598958923186785,-52.97670265881526,-53.46495363326805,-53.99858057392749,-54.46965622989925,-54.803854110305565,-55.00989505230244,-55.1614103554535,-55.32979348968405,-55.53831521424932,-55.78442917303597,-56.093729288131726,-56.52532319018186,-57.11583039928303,-57.842917059957244,-58.66403624489315,-59.566796792322464,-60.55295867512865,-61.59220084866718,-62.62385681106864,-63.595419374817574,-64.47913404783456,-65.26053739459046,-65.92910693461468,-66.48314987594607,-66.9454499121683,-67.37266661086082,-67.82962072822973,-68.3346662660334,-68.83288578753293,-69.23922076131561,-69.51869969618222,-69.72828407262816,-69.92996558528345,-69.9398658785272,-68.95477558691765,-65.39019164029365,-57.551013536204174,-45.19020370989339,-8.430345,2.6112702
7,-14.885811175859857,-19.58951984577423,-22.900255732579986,-24.72573946012465,-25.68999697054893,-26.58316038924658,-27.91224326603161,-29.753415335692853,-31.83375946908041,-33.74214246214936,-35.16679366502239,-36.02432167859307,-36.42971750751582,-36.591775198400995,-36.72705997722289,-36.987624756492046,-37.383423446623546,-37.76437458885737,-37.930401308017174,-37.7881947867204,-37.390612920243356,-36.84376883479351,-36.239669144155606,-35.69043272158838,-35.35869558558494,-35.39785624561286,-35.87276806637339,-36.75387596479606,-37.972220528734326,-39.451667756744364,-41.077700990805454,-42.66465130043347,-44.002314705405,-44.96403848666272,-45.5746264296186,-45.97765735190246,-46.33494807590257,-46.73683095896286,-47.185226312518246,-47.648527137470296,-48.12713937479041,-48.66989044234644,-49.31486575427903,-49.989629598920075,-50.49703425128562,-50.66763998390437,-50.544321301909974,-50.376535813679936,-50.42246631024892,-50.78255417128865,-51.39467006329673,-52.11312719861428,-52.7787688855923,-53.27980002817757,-53.59220213958982,-53.7614692790626,-53.8539296338937,-53.93887588756592,-54.08671358758921,-54.33969377876985,-54.68019273673278,-55.04586259737198,-55.37391170063482,-55.62814177428995,-55.809419279055604,-55.97029647786658,-56.21339631087557,-56.64143067693848,-57.280788790378416,-58.04433660810285,-58.768133874816044,-59.29909897382558,-59.57982571238711,-59.675018364116774,-59.717773417679126,-59.823004681164214,-60.04532964815111,-60.387425967535975,-60.801719766900824,-61.18662194364336,-61.435124074841525,-61.52760576792792,-61.56461063282629,-61.67351044728183,-61.87684634671624,-62.07638346965364,-62.17366980801978,-62.17614649282713,-62.170606250419816,-62.22824326203619,-62.36441109527685,-62.565327490668146,-62.81306183492559,-63.083779613719614,-63.355717334519206,-63.634830349867066,-63.947329630171645,-64.28315010043326,-64.56922908813426,-64.73578035662993,-64.80210757332304,-64.86576849520702,-65.00519308338428,-65.21176968443606,-65.41930990197619,-65.57512706257387,-65.66341420216597,-65.68289451220332,-65.64707441239196,-65.60819516839004,-65.6375209690384,-65.7658221129266,-65.9669418775691,-66.20274494941431,-66.46146813676968,-66.74809800513553,-67.04953899518449,-67.31134544482495,-67.45190472424157,-67.41947473958908,-67.25168292361215,-67.08018219321197,-67.02220520696108,-66.9418720604736,-66.09360212191743,-62.93082004768004,-55.70979466097746,-44.028949896518434,-15.114545,13.558914
8,-11.816747719746614,-13.422078557934158,-13.978390252637984,-14.757130104762368,-16.79737359132059,-20.053065996314395,-23.63467871644811,-26.651242068920336,-28.824541844021077,-30.491224092350826,-32.13539339225711,-33.92625112547367,-35.67385342094665,-37.12567432742222,-38.22166866607729,-39.11016697199457,-39.99502356500787,-40.938687565691104,-41.770561183820206,-42.22525530527958,-42.194461590797076,-41.822724301860454,-41.39389089220173,-41.185509215958426,-41.37672007136082,-41.95876662490304,-42.70536004555937,-43.32389926275116,-43.68004824375936,-43.848886825635795,-43.977255737366455,-44.14540197350448,-44.322948173505274,-44.413840918219975,-44.37569426530535,-44.30551703939985,-44.363770827729454,-44.62536329850913,-45.06477841858637,-45.67693809213108,-46.54849307857611,-47.794454632235606,-49.45568595458809,-51.45626720149485,-53.62366116669783,-55.70920092004181,-57.3919034745365,-58.342432705335284,-58.37347008808285,-57.54853767175511,-56.153611982870814,-54.58592933846592,-53.20314666503477,-52.14707199937533,-51.273124044811105,-50.32450552026204,-49.23667730011755,-48.28010293746796,-47.883726650946855,-48.2833403225148,-49.3074043787684,-50.46529229292111,-51.248458162479686,-51.45503294250617,-51.34281360912755,-51.453191302429026,-52.19029636874573,-53.52819913791932,-55.10679023060614,-56.53726447760006,-57.565762164257976,-58.031771643255546,-57.83042871046026,-57.024864085621935,-55.9935241122576,-55.363433724621046,-55.65608583755973,-56.92854154164392,-58.76334766611889,-60.597032119485895,-62.05755481646498,-63.080247798203146,-63.80479458312033,-64.34113991339323,-64.57554081487633,-64.2429257826642,-63.22175583152745,-61.69009454979844,-59.955859861707886,-58.23788558819039,-56.709785505104314,-55.67479661212028,-55.533756680151576,-56.53383179766064,-58.5862044938643,-61.32447430589446,-64.29730707911365,-67.09091834875113,-69.30753840337373,-70.54724136647826,-70.58510919813395,-69.6503926095515,-68.42842197207247,-67.61491664917665,-67.40460569925094,-67.44286395877533,-67.24352148650995,-66.6000413131157,-65.6679807039902,-64.8042656508106,-64.37360055454761,-64.59368794387443,-65.42924439119436,-66.6113521271916,-67.81198248368763,-68.8372782002327,-69.6751000859919,-70.39327729212847,-71.02339025206402,-71.54313297410148,-71.9443067977249,-72.28416376506564,-72.5997620237492,-72.65508875900153,-71.57797822034,-67.7277300026731,-59.412894292412815,-46.47809165438875,-16.194939,12.823636
9,-31.079622128516053,-40.06190559438282,-45.75489281005307,-47.8973430647307,-47.380000447649316,-45.21299554760974,-42.06891877108848,-38.55273275239273,-35.54219693409076,-34.01789677172373,-34.504124014834865,-36.70713164084222,-39.7027322179788,-42.45610734278492,-44.24471213821926,-44.75763125541045,-43.977729606676085,-42.08287788277839,-39.447982313451625,-36.6350707170356,-34.25609969827514,-32.72520131356683,-32.05402979670206,-31.879964136558737,-31.74114624324308,-31.3476680526616,-30.610655448016672,-29.50600173744714,-28.00730567968239,-26.140651099585266,-24.062819270618018,-22.09934845958153,-20.68702162826924,-20.15345921979979,-20.44925270852716,-21.12527391374929,-21.646389615540947,-21.744216441801687,-21.47636428147536,-21.01443651149616,-20.447297786735536,-19.801663512919518,-19.201811105886755,-18.9005291204681,-19.042957805708767,-19.38830223210932,-19.360535663799038,-18.46352992358253,-16.672759763020814,-14.46581765143678,-12.570079675112733,-11.684359423836447,-12.25931072900548,-14.33096770492366,-17.49743403087384,-21.088944366509637,-24.422526448901852,-27.01349710769485,-28.683715320952487,-29.519455228072342,-29.687694087835048,-29.258000767693982,-28.213175844982125,-26.6386461616781,-24.848579702927772,-23.264557586357217,-22.18882263359713,-21.739400522355396,-21.94391917369465,-22.764276221989533,-23.9954831909373,-25.243059884778148,-26.11812466652935,-26.46776513882171,-26.36883006718586,-25.939931237732967,-25.277926102524138,-24.56465626687141,-24.05556473657464,-23.85626791643702,-23.80136297182445,-23.64797804926489,-23.33807779242065,-23.019547261510255,-22.87578702115605,-22.99851934471214,-23.403092294169735,-24.118633275961038,-25.23355198283896,-26.851825235282348,-29.0106144674582,-31.572993179415498,-34.12679319072466,-36.074706024348345,-37.0104709874927,-37.084146607920864,-36.94267030144498,-37.259829085518064,-38.28818049317057,-39.76312189285804,-41.11670571711787,-41.796207492944056,-41.53265358726309,-40.45841894676128,-39.01248381620236,-37.677853829557975,-36.71364067374277,-36.062854808650734,-35.505124558019325,-34.915264713735674,-34.37885329313357,-34.079351666452176,-34.12442989394348,-34.49554580053953,-35.115150302215746,-35.934544200237546,-36.994915032029404,-38.42850951761708,-40.357546875212,-42.751013022423756,-45.389242915371895,-47.987310290771724,-50.30595173733346,-52.06184705281294,-52.626380923219344,-50.82393308584691,-45.368340437219544,-36.05124763210585,18.004803,-4.6610413
