,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,y0,y1
0,0.028225137,5.6356108e-05,0.37588018,0.33180490000000007,0.104820736,0.12584868,0.014916536999999999,0.010246927,0.007417176,0.0007834407000000001,-11.018999,1.5365897
1,0.2812356,0.004054391,0.27735776,0.031753673999999996,0.21515013,0.01973604,0.030260267,0.014863541999999999,0.09293831,0.032650273,-6.195648,-6.6113653
2,0.7234524,0.009788156,0.06824488,0.0074293376000000005,0.11299487,0.0053027626,0.0035858122,0.048846587999999996,0.014905942,0.005449231,-2.7494488,-21.211857
3,0.016736103000000002,0.0031859588,0.3745361,0.25034059999999997,0.06617929,0.18807794,0.041472785,0.0056888936,0.050991457000000004,0.0027908378000000003,-10.676293,0.987889
4,3.616918e-05,1.1475226e-05,0.0013490402,0.09819406,0.00024097234,0.89660734,0.0010352297,0.0024626126999999997,1.3988787e-05,4.918942e-05,-13.285043,31.494606
5,0.43522558,0.00047748577000000005,0.17104018,0.061660744,0.02869837,0.025512068,0.0016958038000000001,0.0059497696,0.26829994,0.0014401079999999998,5.1294866,-18.539858
6,0.52452105,0.0010263171000000001,0.30564737,0.016561052,0.05837333,0.07050109,0.0010899248,0.019606901,0.0013209257000000002,0.0013520881,-0.9804161,-16.416737
7,0.009660631999999999,0.96551347,0.00016391608,2.9661485e-05,1.3430673e-06,2.2156618999999997e-06,3.3681587e-05,1.1950821e-06,0.00015669153,0.02443728,45.352085,-15.584611
8,0.01470046,0.0013006857,0.32985932,0.21775155,0.02348567,0.09542658,0.29298076,0.0118695395,0.008693695999999999,0.0039317952,-24.674969,6.69545
9,0.60950416,0.0005925939,0.17531058,0.0248584,0.04351104,0.054141626,0.0005563309500000001,0.08232926,0.008135985,0.0010599161,-1.0130169,-18.404737
10,0.022173912999999996,0.007890439,0.10452060000000002,0.18150733,0.19784957,0.20849274,0.11732377,0.14284764,0.008402096999999999,0.008991839,-10.468593,12.444259
11,0.00033165394999999995,2.0984135e-05,0.20792815,0.33455506,0.024334928,0.41445187,0.0024180019000000002,0.015924321,1.445566e-05,2.0486917e-05,-14.15315,21.804317
12,0.002105355,0.92700714,0.0006158598,0.0034174393,0.0008023097,0.00040516867999999996,0.0131944455,4.2305048e-05,0.007479911,0.044930078,43.96747,-14.912638
13,0.011391745,7.941795999999999e-05,0.13327967,0.29365093,0.21348831,0.29873106,0.03257841,0.015309683999999999,0.0010583993,0.00043237,-11.550167,17.762396
14,0.013371003000000001,0.00032160932,0.050746045999999996,0.028752583999999998,0.060917933,0.04989032,0.012759966000000001,0.74875677,0.01818919,0.016294694,8.90095,22.540997
15,0.007622353,0.5910448,0.0009455935000000001,0.009422861999999999,0.0012460639999999999,0.0011618903,0.012830413999999998,0.0007508728,0.018605385,0.3563697,35.72793,-6.876887
16,0.53326046,0.005039678,0.044309534000000005,0.007916807,0.025539845,0.0014850895000000002,0.0021864239,0.0019242228,0.3721328,0.0062051914,6.4055204,-21.374325
17,7.733125e-05,2.2725570000000003e-05,0.015359201000000001,0.058012962,0.028479057999999998,0.8320655999999998,0.0023574333,0.06357178,3.3078562e-05,2.0924178999999998e-05,-12.780789,31.066301
18,0.0041775154,0.0045885737,0.23905218,0.08565682,0.23429684,0.08513904,0.29585516,0.044598196,0.002302265,0.00433338,-23.280958,0.52508986
19,0.01626758,0.0014193874,0.32064056,0.09584,0.35518748,0.049705862999999996,0.1275943,0.027423173,0.0035821279,0.0023396465,-18.887144,-4.817375
20,0.0002499273,0.00042235552000000005,0.046638288,0.25087129999999996,0.004041414,0.4473237,0.23708022,0.001698429,0.0007079373,0.010966392,-17.953918,15.61587
21,0.16365492,0.5936682,0.00106295,0.00035854537000000003,0.00014237706,4.7770314e-05,0.00010772878999999998,0.00034411167,0.17122936,0.06938406,34.953445,-12.719725
22,0.0016563357000000001,0.05414535,0.0023670238,0.0046920623,0.0020208613,0.0037611,0.0060577719999999995,0.00568925,0.004562303,0.91504794,30.555708,9.107817
23,0.5392706,0.12728171,0.004843796,0.0014424623000000001,0.06983127,0.00027761017999999995,8.640058000000001e-05,0.0032522005,0.10887215,0.1448418,3.7653768,-16.521101
24,0.010553628999999998,0.00469786,0.21577363,0.077769265,0.38120776,0.06594549,0.026549673,0.20803787,0.0029473297999999997,0.00651748,-19.458918,-8.806703
25,0.009850761,0.0021592702,0.016072743,0.013720622,0.04001893,0.031157391,0.0007097892999999999,0.8715364,0.0007981775999999999,0.013975942,11.914118,25.765774
26,0.13093598,0.076324604,0.0024433958,0.00030678615,0.002694696,0.00013884346000000002,0.00011361291,0.0006070393,0.5657795,0.22065547,17.060368,-22.126698
27,0.0001877441,5.828189e-05,0.011462751,0.05186885,0.8968801,0.031135805,0.0035795417999999997,0.0047963466,1.1342432e-05,1.9258336e-05,-25.17493,-12.052666
28,0.0007752338400000001,0.00014301663999999998,0.006147126,0.0030225462,0.017082134,0.007776329300000001,0.0034626224,0.9604826,2.538098e-05,0.001082913,13.699348,28.026857
29,0.001303483,0.01989207,0.04861264,0.12374247599999999,0.011267052,0.69501233,0.07574884,0.0028488438,0.015780317,0.0057919016000000005,-13.800418,29.90159
30,0.06360227,0.15726852,0.01087177,0.024512934,0.013944988,0.0098490035,0.010852621000000002,0.033565205,0.07486699999999999,0.6006656,26.747171,1.3762351
31,0.00632787,0.0030998595,0.06658282,0.13267976,0.09751165,0.12827568,0.45012283,0.10390182,0.0021215970000000002,0.009376079,-27.724953,2.7144425
32,0.13152668,0.045099917999999996,0.09758435,0.07114848,0.07841625,0.05058131,0.053929497,0.18426962,0.11178746,0.17565633,-1.7015426,6.426366
33,0.06025173,0.15666209,0.04241708,0.10740456,0.04360015,0.109678864,0.13225277,0.21522503,0.028635385,0.10387235,-2.6364667,7.517327
34,0.5017242999999999,0.07866584,0.051433504000000005,0.008971154,0.078517735,0.003537082,0.0054419106000000005,0.19091389,0.013561318000000001,0.06723323,-2.2917354,-18.637709
35,0.49711424,0.30154473,0.0081766425,0.00046629977,0.00055609964,4.5768666e-05,0.00029003675,0.0004638121,0.13282841,0.058513932000000005,4.19005,-15.108945
36,0.008011905500000001,0.003266867,0.08982769,0.19747582,0.09980187,0.17765898,0.005591824699999999,0.3754059,0.0039027436,0.03905633,0.38034046,15.753356
37,0.93719274,8.568312e-06,0.048775695,0.00014118066000000002,0.00065039797,0.00014143954,1.3273862e-05,2.8993567999999997e-06,0.013069286999999999,4.585329400000001e-06,-3.3968394,-24.707594
38,0.5764275999999999,0.000989288,0.016837303999999997,6.2849904e-05,8.074121e-05,7.3970546e-06,1.61904e-05,1.0817471000000001e-06,0.4053703,0.00020723772,6.0223556,-22.246634
39,0.18264127,0.009673736,0.35921020000000004,0.075291574,0.021980826000000002,0.17618965,0.0035985531,0.09877728,0.044073503,0.02856341,-7.706365,-2.9204159
40,0.01789254,0.011062853000000001,0.039298217999999996,0.43891475,0.017690247,0.119119436,0.15367913,0.0035679804,0.19387329,0.0049015027,-25.018442,15.825365
41,0.0010184344999999999,0.0016214639000000002,0.03157818,0.039503254,0.07532005,0.01119215,0.83025444,0.007957454000000001,0.00033335065,0.0012212722,-42.935715,-1.731924
42,0.00605134,0.0031128004,0.1337433,0.12715833,0.29293874,0.14509732,0.2142445,0.07134358,0.0034743056,0.0028357578000000002,-16.628283,4.6416492
43,0.062285807,0.019403208,0.002488364,0.0017983229,0.0012136279,0.00010974271999999999,0.0012954372,9.950499e-05,0.88210624,0.029199759,19.188154,-31.765162
44,0.043273795,0.0004108547,0.17762196,0.34305876,0.058862988,0.2805539,0.010315508000000001,0.04963392,0.023424614,0.012843637,-14.456938,19.251135
45,0.00036838578,0.9841377,1.1644696e-05,7.4273953e-06,2.200418e-06,1.5275290000000002e-06,3.2881464e-05,3.8463427e-06,0.0001693207,0.015265111999999999,45.99312,-15.328016
46,0.0100652585,0.00017577558000000002,0.7728939,0.03498469,0.105615295,0.05754323,0.007619685500000001,0.00818906,0.002275793,0.0006372818,-11.465661,-6.9803667
47,0.032192104,0.33392733,0.014820947,0.0050315633,0.0016736685,0.0037543532000000003,0.0007318064,0.0021469966,0.14231746,0.46340382,29.514204,-3.162534
