id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1,t30d0,t30d1,t31d0,t31d1,t32d0,t32d1,t33d0,t33d1,t34d0,t34d1,t35d0,t35d1,t36d0,t36d1,t37d0,t37d1,t38d0,t38d1,t39d0,t39d1,t40d0,t40d1,t41d0,t41d1,t42d0,t42d1,t43d0,t43d1,t44d0,t44d1,t45d0,t45d1,t46d0,t46d1,t47d0,t47d1,t48d0,t48d1,t49d0,t49d1
c0-0,8.187751,0.11413971,7.8796673,-3.1033208,8.626062,-1.0282865,7.585002,0.3260889,9.466402,3.9251177,11.53904,4.3761983,9.535482,5.3761015,8.61139,0.7395465,10.09116,2.0718727,11.187596,0.97584337,7.482871,-0.2588494,9.184313,3.6961775,8.372974,3.4728527,9.171302,0.47961164,7.9877796,0.17995796,10.356672,-2.6032302,7.6772485,-0.62980384,6.035626,-3.5558524,8.886338,-2.8501105,6.169813,-1.2605833,1.5111643,0.24169888,0.15463753,4.9000382,1.9549075,3.325988,3.0917177,5.2226524,3.6321318,7.395674,5.1787243,11.520381,5.526575,9.783936,6.8470087,8.445622,10.133336,8.207708,14.08243,10.836099,14.221993,14.615111,12.168928,12.557503,14.290538,12.698931,15.358703,10.559972,15.9786625,11.513603,14.997771,12.705975,12.645483,11.825061,14.279856,14.349534,15.44602,13.540253,15.031336,14.897665,16.155275,14.345459,15.741292,14.945158,15.363161,16.530169,14.894943,16.27315,14.7819395,17.216795,14.971626,18.385046,13.872113,18.314863,14.653072,18.258461,13.669628,17.741936,15.566625,18.258596
c0-1,6.0085382,-0.32569474,5.9443426,-3.1400435,8.112116,-2.6625497,8.276226,-1.546036,7.9264784,3.1096652,12.914287,5.446608,9.421075,7.03387,8.438918,2.1660752,8.573223,2.2408946,12.438896,0.7003288,7.468342,1.1741458,8.269516,4.4681163,7.515288,3.3142216,9.359386,-0.5749958,9.382613,0.0019287488,10.49042,-3.6619291,8.381388,-1.2746341,6.02845,-3.8050978,7.9632397,-2.4135518,6.3159323,-0.12963064,1.8170567,0.29449898,0.69185364,5.2514563,2.7236369,3.9508214,3.7023263,6.443623,4.306172,7.4927044,5.6061606,11.973255,7.2056146,10.453822,7.7867866,7.9468274,10.820949,9.359591,15.028812,13.078553,16.038433,13.6273,14.01044,14.69,17.242138,14.697495,16.469252,9.358747,19.072441,11.719786,15.269106,11.118353,15.454896,11.82105,17.665472,14.323154,18.874468,12.042806,19.399267,15.063351,20.2807,15.7966795,20.471457,15.592284,17.744299,16.122852,17.532553,16.211224,17.494184,17.313984,17.116041,18.78,15.761538,18.568129,16.137133,18.756268,14.604909,18.304073,16.071442,18.901762
c0-2,10.351043,0.44700843,9.4514065,-2.3322375,9.321254,1.2733507,7.5367336,2.233353,9.791256,5.354583,10.102798,3.7070458,9.389958,3.5205863,8.378257,-0.60355103,10.642427,2.5048053,10.357475,0.70901185,8.1498575,-0.908704,8.433941,3.1528082,8.596174,2.636916,8.547305,0.9216958,7.3472443,-0.29457664,10.9361315,-2.0350778,8.155356,0.7239238,5.8218284,-2.3433309,9.529478,-3.3283172,5.0995536,-0.86878073,0.4295945,-0.033583175,-0.7572518,4.038807,0.88281757,3.4193673,1.7898222,4.341918,0.69114584,3.6332903,-2.638876,6.6509356,-1.9675117,4.042016,-0.02560725,6.8922276,0.92639524,6.7915277,10.374811,9.541442,10.990865,13.27116,12.995369,11.027004,13.626528,13.285375,13.6123495,10.776655,14.821995,11.4499855,12.701747,13.013516,11.608195,12.054476,13.269719,14.038856,14.614906,15.174421,13.762393,14.497304,15.228224,14.785084,14.555183,14.664314,13.177054,17.514954,13.756212,16.33631,13.646232,17.896286,14.545417,18.915379,13.446265,17.269268,14.146367,18.418776,13.051405,18.578293,15.896434,17.709753
c0-3,8.733395,0.54918665,7.734829,-3.4146945,8.766128,-0.91433334,7.401211,0.68296546,9.103747,4.4049373,11.581488,4.3296127,9.279244,5.786872,8.890749,1.0623101,9.661372,1.6978675,11.536961,0.22619376,8.547599,0.5680134,8.455422,3.8684583,7.6866536,2.6879208,9.767065,0.71488404,8.251605,0.4920808,11.564925,-2.8168612,7.6174293,-0.39776814,5.652877,-3.3211792,8.678562,-2.5192106,5.6918736,-1.1935729,0.9863564,0.7815555,0.071912766,4.301403,1.9688232,2.7971256,3.0497363,5.457066,3.6637585,7.8495836,5.35872,11.865191,5.2303505,10.995402,6.2688613,7.9145513,10.096952,8.707514,13.129169,11.257492,13.580907,12.587066,14.164985,12.822612,16.20257,12.639899,16.334042,10.801218,16.40467,11.237132,14.599639,12.461116,14.413158,12.743162,16.7369,13.666332,18.042885,13.449565,18.49366,15.504838,19.25311,14.194136,19.833267,15.330178,17.04294,15.805705,16.672825,16.316393,16.238224,17.701178,14.655448,18.756676,14.585585,17.398045,15.321418,18.933544,12.964985,17.513159,14.874987,18.247494
c0-4,8.00297,0.3115364,7.6830397,-3.098943,8.727834,-0.49327412,8.007674,0.6615512,9.459855,4.342086,11.101112,4.4356465,9.49366,5.0558405,8.544766,0.7887499,9.681541,1.8927726,11.141684,0.3360941,8.716886,0.083225556,8.810501,3.4952104,7.557451,3.007413,9.12568,0.94528145,7.5930653,-0.40010688,10.71688,-2.472277,7.70748,0.09852917,5.135496,-2.6720796,8.944599,-3.560374,5.617205,-0.47789136,1.1498914,0.12795113,0.0107951425,4.5068226,1.5509342,3.0616946,2.6502762,5.0579233,3.7756007,6.8962708,6.3851523,11.428455,5.8913426,10.41111,7.2918096,8.715947,8.922992,9.064475,11.865248,9.743314,13.57981,13.165604,14.449907,13.574087,16.716736,12.887966,16.261148,11.215332,16.013334,10.930203,13.9224615,13.279089,14.155874,12.679334,15.309559,13.71037,15.860505,13.572963,17.491539,15.322933,19.732357,13.918425,19.314548,15.410694,15.695787,15.843351,14.682843,16.754845,14.97301,17.891413,15.223603,18.811256,14.134154,17.557838,15.397218,17.48972,13.890439,17.820763,16.036533,17.784119
c0-5,9.798453,0.92572755,9.153707,-2.648368,9.15778,0.67536867,7.520549,1.3997408,9.605241,4.4299455,10.896323,3.8004506,8.949366,3.6047902,8.525437,0.031719398,10.714802,2.9140115,10.160007,0.39628726,7.60349,-0.8610448,8.487574,2.8910973,8.726273,3.221359,8.108851,1.1275086,7.1906676,0.5953643,11.494994,-1.2730501,8.0938835,0.89516085,5.7830358,-1.9661127,9.47394,-3.528386,4.3309045,-0.09206025,0.068749234,-0.14188896,-2.0784528,4.1410055,-0.6161814,2.626053,0.59683335,3.0167966,-0.45202893,4.205932,-3.1694498,6.24321,-1.3686802,3.568369,0.5397416,7.274802,1.7369452,7.051011,9.443887,8.01516,10.4658575,11.791728,13.923104,10.272017,12.630791,13.9106245,12.649219,10.022975,14.74462,11.218001,12.989733,13.757231,11.18694,12.613009,13.355968,14.139236,13.942611,15.016781,13.133114,15.607646,14.256803,14.255056,13.968698,15.849483,11.645257,17.910192,12.44063,16.47017,11.969577,16.63252,12.680675,18.395258,12.3036375,18.200306,13.054959,17.750956,11.955293,17.823343,14.688188,17.678913
c0-6,7.023572,0.0703656,6.854807,-3.0478668,8.072568,-1.8339847,8.388389,0.04163503,8.657387,3.7681537,11.708676,4.6542954,9.703753,5.699981,8.266545,1.3217577,9.6516,1.8846467,11.598075,1.09607,7.5379825,0.346532,8.648083,4.4212604,7.3481674,3.5376499,9.453896,0.042406075,8.438726,0.5377471,11.357826,-3.2771883,8.197197,-0.89600754,5.6182914,-4.2413363,7.665133,-3.4228234,6.5768013,-0.7864392,1.6897027,0.9515474,0.95874864,4.5805206,4.599073,4.2769856,4.4041114,6.6293173,4.5092072,8.422056,6.120609,12.428574,6.2380815,9.98908,7.09221,8.081931,10.555327,8.227886,14.215835,10.470057,14.343613,13.710197,12.260538,14.219006,16.739965,13.887896,17.215906,9.126408,17.585453,12.132884,15.594442,11.900071,14.944942,13.137806,16.910383,15.045096,18.133976,13.109866,18.138071,15.201302,19.099709,14.854908,19.5812,15.080596,16.634277,16.444517,16.644249,15.961305,15.782329,18.152952,14.745744,18.439295,13.796523,17.562006,14.352342,18.520718,13.212198,18.282322,16.137867,17.648815
c0-7,11.561616,0.73528355,9.8032055,-1.9450047,9.755179,1.45036,7.4329515,2.9216228,10.071144,6.276993,9.320073,4.058792,9.526112,2.6840286,8.280279,-1.4552587,11.522437,2.755356,9.272814,1.1357799,7.7253056,-2.163758,9.263655,1.7781512,9.392682,2.1966333,7.983422,2.0492072,6.234658,0.7362927,12.046896,-1.3510762,7.758123,1.908078,6.473106,-1.6354578,10.39854,-4.119421,3.9667432,-0.13948251,-1.5654429,-0.7248762,-2.5484214,3.498711,-1.3670589,2.2068336,0.7996524,3.318709,-0.5552077,3.2124956,-1.2753314,6.418112,-1.9693815,2.9536114,-0.1973549,6.4245477,0.76137817,6.356784,9.261607,7.623373,10.268517,12.301797,12.873595,10.047373,12.957731,11.785029,12.541521,12.552308,13.221592,11.773309,10.181294,13.876701,9.757479,11.459217,11.173494,13.073014,12.796701,14.686545,12.1088915,14.064436,14.175132,14.748709,14.176029,15.613969,12.311817,17.427303,12.463371,17.328884,12.636047,18.03945,13.007642,18.83106,12.501494,16.959877,12.868648,17.751406,11.275294,17.622532,14.148296,17.158644
c0-8,6.7762604,-0.2514584,6.6390615,-2.8897421,8.049409,-1.4640129,7.8101597,-0.17191721,9.081346,3.659317,11.484957,5.0431547,9.885053,5.340707,8.69785,1.0613607,9.350033,2.019559,11.308271,0.4566943,8.549309,0.32228068,9.090879,4.2812324,7.9128194,3.511408,8.830102,0.1814421,8.365449,-0.14884041,10.413858,-2.6958442,7.922237,-0.47993365,4.8882866,-3.3482792,8.8056,-2.9841008,6.367074,-0.7237419,1.5594473,0.44189048,0.15785989,4.611138,2.119941,3.8683243,3.2404408,4.9924994,4.299314,7.0223804,6.167913,10.979796,5.9137917,9.41603,5.8028207,7.9858956,8.880167,7.9725933,13.215062,10.743237,13.294278,14.117715,12.53031,12.745889,13.311987,12.222435,14.258376,11.274586,15.503775,12.15587,14.250983,12.242803,13.503779,13.083071,16.205275,15.2189245,16.496885,12.557249,15.885862,15.000635,18.767303,14.980642,18.86532,14.770626,16.509872,15.82508,16.39999,16.801168,16.152363,17.805077,15.881792,18.535946,14.3413315,18.224792,14.929534,18.34573,14.014045,18.42248,16.212606,18.433886
c0-9,6.1934805,-0.2146076,6.465682,-3.0635734,7.8688498,-1.7054434,7.5851126,-0.53323036,8.548198,3.2434952,11.976546,5.370417,9.199514,5.8948407,8.532671,1.2928002,9.775045,1.9444999,11.648078,1.1535186,8.201194,0.62845,9.097617,4.0366836,8.021413,3.9281306,9.114714,0.36881348,8.333153,-0.05625438,10.661969,-2.9752016,7.6114235,-0.3217955,5.738247,-3.225651,8.641375,-3.1334255,5.833249,-0.1582706,1.7133341,-0.10579921,-0.057152208,5.111745,1.7230505,3.7015204,2.7212121,5.1841807,3.7813044,7.42674,6.3240123,10.549609,-0.10836681,3.6473536,2.0655491,6.595605,9.117802,9.467683,14.320333,10.782383,15.27294,13.313681,14.591506,13.847058,15.438084,14.6691265,13.603321,9.23704,15.686358,10.697779,13.678563,12.684502,13.624392,11.604985,15.613,14.452743,17.359129,13.375905,15.5691595,15.34784,18.166786,15.252717,15.584918,15.187624,13.762045,17.258928,14.748733,17.088903,15.379721,17.906658,15.723542,19.120079,14.9711895,17.422543,15.422146,17.944002,14.15352,18.75215,15.81342,18.716457
