id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1,t30d0,t30d1,t31d0,t31d1,t32d0,t32d1,t33d0,t33d1,t34d0,t34d1,t35d0,t35d1,t36d0,t36d1,t37d0,t37d1,t38d0,t38d1,t39d0,t39d1
d0.95lr0.1-0,30.028057,-20.540997,25.094002,-26.956783,46.897053,-36.673546,-67.54047,-34.59327,-57.285313,-46.602276,8.962501,-107.42074,-14.642745,-44.57704,32.52047,82.04309,1.504525,-48.766926,-117.51952,-142.05486,-5.55566,-64.45103,-152.57796,-49.90289,19.162708,-53.237873,93.30684,-187.84178,-270.87476,174.00917,35.71553,-67.10677,36.084034,-65.6824,66.85691,-49.253468,42.787415,-43.476707,47.00058,-67.32857,-205.43289,-125.99032,76.53924,-71.21023,78.17796,-50.037132,61.97383,-61.745842,78.088936,-65.66227,77.206375,-64.03186,109.065285,-38.679375,123.273224,-201.10454,110.33669,27.423763,58.732048,-142.82913,-136.30905,-121.060326,93.00964,-44.54369,-22.766724,-46.94816,67.65648,-7.211532,55.216015,-46.44946,75.00068,-29.75657,81.90198,-24.796745,57.715355,-41.648857,123.824356,17.510084,115.0699,96.266174
d0.95lr0.1-1,187.07901,152.26086,-56.90645,-24.538082,-44.61586,-103.7682,-8.788149,40.772644,84.50808,90.71293,59.474297,-32.66096,-2.5065346,-65.165764,10.980187,-67.14026,23.56396,-67.245476,35.66551,-66.34533,20.847158,-82.79345,-185.73833,-166.633,34.284557,-57.858707,40.290833,-72.50096,159.8493,26.577042,57.29743,-69.435295,66.693146,-61.494923,77.27374,-59.41026,80.43684,-71.62194,1.929384,-49.880966,118.1967,-141.23894,-2.5810184,169.07065,128.16647,-66.63818,81.61638,-25.250517,71.86931,-48.838898,82.73667,-42.457848,27.330603,62.05657,-16.826313,-15.457094,104.96424,-37.40291,84.73801,-11.710354,-26.978376,-46.61286,87.28087,-28.706884,141.97119,-22.535868,94.23444,-24.534882,102.29895,-19.241362,110.72689,-75.94348,-73.29942,-20.748522,70.07236,-32.74492,127.441795,-17.541965,127.88255,111.78069
d0.95lr0.1-2,18.075521,60.506603,-88.154755,-14.410971,-68.49087,-188.29071,44.78698,0.29830056,-18.074013,-93.62701,-8.115907,-92.67727,-18.50533,-55.47783,5.4877424,-89.71384,21.358965,-85.918465,35.98733,-97.563835,47.106964,-62.89229,96.3438,21.077557,45.801937,-60.72809,65.46503,-159.8035,55.096863,-55.870396,32.268356,-56.784275,55.146347,-61.470963,48.768047,20.8318,104.87617,-61.234406,106.68665,-57.634388,85.30932,-54.738125,90.58096,-58.692722,90.288055,-36.247192,119.42421,-55.664795,115.56486,-10.69474,103.23979,-41.634445,86.323456,-13.095921,61.9019,-40.474987,78.68977,-44.630985,92.55726,-36.126427,96.697655,-29.540077,85.5354,-11.720954,84.728775,-19.482416,106.39598,-6.059559,123.63615,20.685268,83.37011,-7.5212345,58.24939,-27.747652,144.16798,23.810543,171.75499,108.577385,57.798054,-57.312737
d0.95lr0.1-3,89.9426,74.603966,40.369297,65.81745,-43.085926,-35.860085,-33.996544,-73.169014,5.0955615,-24.752794,-18.581383,-52.536697,5.313908,-53.62413,80.70316,-15.55134,-74.38804,-115.92402,67.34076,-63.403385,46.586334,-27.708773,171.81664,-105.2315,15.895778,8.693588,55.038322,-58.66627,64.55232,-48.419296,61.34658,-88.134056,-196.86093,-13.3769655,59.06267,-40.724285,-16.40771,227.22778,48.49341,-7.9823146,-39.501495,128.88043,118.0552,-46.88376,115.475044,-46.370888,97.908005,-47.398525,94.11847,-47.187893,97.05996,-32.41127,92.36365,-27.984785,85.47355,-53.14929,92.89789,-46.178963,83.083275,0.043647714,74.09832,-37.1306,123.56409,10.135665,111.548134,-27.144506,83.81392,-26.33146,91.98743,-22.470083,137.99217,-12.101853,89.867966,-41.42147,73.09709,-21.456568,154.23488,46.69408,73.13016,-112.372086
d0.95lr0.1-4,-392.40164,337.46164,-30.667429,-18.771082,70.77769,31.519934,-37.83202,-54.283535,-28.072618,-43.04137,-28.151993,-85.0083,-35.864796,-111.46451,-17.87678,-75.45928,2.5532281,-83.94984,22.48013,-95.93081,168.03004,104.177414,26.578674,-69.64562,75.375595,-113.196976,181.61542,-185.89937,142.33426,56.89882,47.53532,-68.74412,160.98048,-116.39703,65.96721,-61.693768,96.02463,-57.86585,74.50297,-88.17073,115.8643,-238.1935,68.838615,-52.568417,163.56705,-76.177986,116.09596,-113.40837,113.13748,-36.285225,-74.01995,444.76636,99.10559,-18.529959,106.66978,-39.43799,48.87161,-104.364395,95.19605,-16.76241,83.72353,-45.553967,103.69852,-21.552065,89.72287,-6.702533,71.62352,-26.397356,80.240074,-25.576593,-167.75552,-76.74292,88.10672,-15.373815,68.27375,-4.487704,-6.4510965,-263.06375,95.416016,166.8604
d0.95lr0.1-5,-81.69728,346.9081,-26.182957,87.970245,96.89384,79.42352,-81.99826,-98.34728,-29.750446,-68.11818,-36.52001,-75.65068,-12.8554735,-68.66338,-0.2387264,-81.6078,-6.490859,-70.45972,138.83287,-121.83536,111.32463,-26.778519,13.64191,-88.079704,-6.8108234,-168.078,124.32096,-2.7919593,75.933624,-67.26859,26.272211,-130.8237,51.092266,-52.045433,65.30472,-73.40197,-60.03413,-148.46028,74.98106,-40.659332,72.95207,49.517986,60.557343,36.660976,-79.97642,-92.477875,114.457924,-31.113478,83.54308,-41.581028,46.97646,48.368084,36.223873,-110.60048,124.50208,-43.249485,133.64973,36.712395,63.709812,-116.7079,70.79366,448.71167,114.482376,-22.828737,-6.604319,-55.454727,199.98476,-397.0826,97.90853,-9.375384,73.53862,-13.962691,56.14489,0.306152,77.24643,-9.922079,107.8301,-9.064391,50.58516,-21.23399
d0.95lr0.1-6,28.157549,-129.93575,-65.290504,-31.14976,-115.923454,-107.663506,-41.957462,-65.78513,-17.82593,-221.97554,-10.720746,-61.434925,76.604645,-114.15789,2.915795,-55.753204,9.276638,-71.49299,20.374348,-79.97834,14.125667,-62.43002,36.737095,-98.49118,59.601048,-177.46552,66.42927,-61.846603,45.619392,-68.990974,72.830086,-5.798892,76.6698,-63.74033,-27.944277,-38.19154,76.70783,-62.898136,81.05177,-50.24501,107.14205,-43.319515,116.312965,-85.04714,100.11566,-29.87586,102.64362,-57.125675,92.13489,-26.098686,114.49419,-42.7593,-7.8073096,-170.98785,2.5658429,-42.47916,105.87474,-48.221455,106.875946,-15.514914,76.113434,-24.787247,59.988888,-29.565626,126.55891,-25.652597,116.663124,-1.9198371,103.91013,-1.3334578,-19.615482,-35.94398,118.10898,34.12543,60.763557,-27.636492,-9.415053,-99.95606,55.6728,-114.759384
d0.95lr0.1-7,7.9032254,117.7272,5.0345225,8.089912,137.09172,178.42548,-47.6559,-57.41362,-47.958725,-60.45959,140.64159,40.157745,-24.53783,-101.01664,60.23463,-115.22414,14.198869,-64.48145,50.815277,-65.287,54.555172,-12.247767,21.794815,-80.631966,53.699905,296.8231,30.514347,-66.54657,149.71057,39.30247,47.15581,-52.6556,60.54359,-69.88257,45.234512,-2.7401226,80.66238,-54.140102,96.55856,-60.05745,81.675316,-101.9502,102.4737,-47.931347,128.5211,-0.463351,106.43173,-41.044846,91.857346,-37.16643,77.11517,-32.50031,101.3198,16.891895,91.999535,-40.43697,129.53429,-39.146313,69.09259,-20.444357,87.58974,-20.808178,110.94417,-12.099616,156.85869,32.17809,93.81686,-4.8287067,88.532486,-2.9704587,66.29784,-23.103636,191.4346,-72.761894,93.41052,-24.29119,156.98112,261.3842,30.778765,111.54607
d0.95lr0.1-8,-27.643223,-44.797276,26.451462,88.55823,-18.45449,-125.23157,-29.847616,-47.77772,-40.61722,-42.091362,-16.274254,-82.86426,-2.308589,-86.81039,15.19788,-56.544838,40.090122,-23.751043,265.48352,-313.52786,23.773726,-56.603134,34.78173,-63.62004,55.377472,-62.904198,-14.502463,32.140083,57.202137,-87.79117,-54.78456,-146.59277,133.27635,-15.252828,88.51718,-53.761612,100.33804,-45.85254,70.55197,-64.095406,108.39127,-63.986782,110.250626,-54.509823,103.27214,-86.93999,100.209755,50.90724,6.553523,-52.675133,66.06053,-30.695126,104.852425,37.04911,95.23504,-28.363722,112.51159,-27.182636,101.73888,-28.108824,-64.03632,-73.954994,218.13388,76.2625,99.93144,3.1368032,116.55164,-15.537063,71.7535,-17.28271,105.824486,-23.823305,62.416897,-109.060585,-45.08378,-76.21225,88.969894,14.126697,48.899677,-36.85172
d0.95lr0.1-9,-117.99004,99.33127,47.017517,96.40908,-53.3131,-36.650146,25.033466,-47.558887,-68.718605,-163.0798,-89.40446,-164.03743,9.482638,-89.09771,0.60185075,-210.69952,25.02264,70.07855,-330.18765,16.014519,7.70134,-107.41614,46.696785,-67.909874,39.598217,-67.89549,37.449852,-47.76287,43.6176,-57.68552,70.15058,31.621128,79.763985,-44.88056,52.270763,-53.81828,73.306786,-43.402817,70.054665,-53.011486,-115.932976,90.695335,-73.11528,213.09865,125.30725,-51.0348,92.29063,-57.2197,73.384995,-37.346615,87.39047,-33.111343,76.914955,380.38275,184.93611,149.05388,97.16922,10.249174,58.9935,-22.951387,86.40753,-34.398983,107.3475,-33.498924,69.05975,-109.872665,105.126755,-88.69578,125.557976,-0.7039906,60.866756,-13.08389,70.6456,-8.602792,82.00817,-39.364944,-17.259262,-120.671875,125.7412,-8.7630415
