id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1
ankleboot-36,2.0083071035171995,2.4718367185429493,1.541160703914352,3.447531381284028,1.3667709769225966,4.103814969390147,1.0497647628759077,4.607067684803433,1.012995312772698,5.060662900225257,1.0666805751107364,5.47345388210932,1.074766442098565,5.902270288356759,1.1624424307413606,6.2771693731035265,1.2369084397592678,6.643452772514424,1.2535338298642578,7.002763647473099
ankleboot-52,-0.04458094698738694,3.2130421987841915,0.9523096635357294,3.611056234472617,1.4625914894956633,3.9638387996664735,1.4546660981069461,4.347399499081123,1.3821734224532096,4.676011452950979,1.457849658997552,5.194286208168921,1.5648894509805096,5.4958870793850485,1.6289670769588214,5.860560706666717,1.7609669834349333,6.205860058616553,1.8273718515993553,6.577046803390316
ankleboot-55,0.137508858756319,2.738464976891418,0.05304509595549189,3.378401972091102,0.060391476557219693,4.03182911901926,0.1886374532147032,4.6213183268815,0.21028106540053576,5.09936995203496,0.26885220629874207,5.523195006670592,0.3395671859247937,5.923418279209967,0.4170443122346872,6.29046536118778,0.4138875037493526,6.645738650693493,0.40111323146706274,6.973981976607154
ankleboot-56,3.6097830440899115,0.14730964163312604,4.085619995657135,0.8094236205644015,4.437556373619034,1.5370940058144509,4.525909600543189,2.5229757779210997,4.450559302835872,3.4965655632973793,4.176098223335158,4.57389591537293,3.202160425747633,5.5906387042032755,1.7956758681846872,6.217538910767839,1.169547549052266,6.62308596347138,1.0123717810623447,6.991877591938762
ankleboot-67,-0.24336357262983452,2.8181888185139057,0.07207859025111482,3.471560594920355,0.3061780262686075,4.088270755902815,0.2852118456464083,4.618371816680751,0.45067112362641243,5.1117658887124096,0.48608871270000337,5.534536473282701,0.5467625723721568,5.925898919422268,0.6635306782140881,6.296722221156704,0.720393357079426,6.642764037215382,0.6607276156445104,6.9842487647629445
ankleboot-80,-0.25373064647094273,2.398279244606091,-0.25898577960478547,2.853261049244197,-0.22704924944275015,3.2673229485183133,-0.2903417834924928,3.768974716047216,-0.3337471101305073,4.1166661444810355,-0.3366352103520627,4.466904582554393,-0.37733078895643446,4.698646940131838,-0.37685406422254986,4.964726563568799,-0.37431703384870546,5.168473947944026,-0.36948792934768343,5.377247700489421
ankleboot-86,-0.2333016710293684,2.7025422475641028,-0.09600800997530136,3.3925001620016615,-0.07134080874431405,4.009076434844787,0.04935029068028343,4.582719229122996,0.01378063109349248,5.024132089342242,0.05406435040886915,5.427042509965496,0.05330939228028745,5.796713285576748,0.17578397116795072,6.188763555468833,0.17113018493222548,6.528171798021555,0.14776690525045705,6.832389107765814
ankleboot-100,-0.19725322881383928,2.3064046667802804,-0.21021255066534447,2.728145755439069,-0.17961241221331617,2.970963989934049,-0.18976247213758804,3.2637491596962276,-0.32018609272990317,3.6220381395874566,-0.36585287137069267,3.865645970504618,-0.39934456890920667,4.072272126621077,-0.4577317824568798,4.310518578210813,-0.47271189022245547,4.510529725709601,-0.492246923952979,4.6909665261030495
ankleboot-102,0.5960993180042358,2.8736139843892707,-0.07513931230052068,3.446008991996541,0.057097262101881326,4.079739699209728,0.12433929006973768,4.5740873208614525,0.12912545829119954,5.1206119575000555,0.21275654200676075,5.522940239328537,0.31405105215148715,5.90758391765832,0.3437400392877956,6.263247895539626,0.38322876485813673,6.616171198042782,0.37191537893115106,6.942553546095743
ankleboot-132,-0.19918602055764092,2.262171486223829,-0.19597733203692397,2.7105529358276597,-0.21246073292690626,3.0225029640482695,-0.3304111177305584,3.3608431927191162,-0.35626746703266954,3.6060096261620145,-0.49479363423705397,3.9284298043337214,-0.5574271636010749,4.0967305600930475,-0.5884343924855336,4.2617845374627015,-0.6882696256740956,4.475357191595433,-0.755612328967804,4.684972312442931
ankleboot-134,-1.701620639375182,2.3033332251248946,-1.1718200769384788,2.7371194156398375,-0.5464299036793494,2.4841598226558235,-0.09344496174620348,2.4588057380070625,0.4673114875623342,2.992066998345433,0.6573493618574672,2.666129827588997,0.7841098413981192,2.5563109235123833,0.9079961173893287,2.5673197199421516,1.0585798393819421,2.4907718125600073,1.194640576729697,2.5692633691027313
ankleboot-154,3.571630881678054,0.42561037667336854,3.805212310227406,1.2332143223287004,3.9483809944293475,2.197658936460975,4.023724362130031,3.1257506956011643,4.0415524978052355,3.9587420672127873,3.7880340437768054,4.822521722743906,2.7549748685589055,5.642933622688589,1.7324178266469705,6.187435825370914,1.276810253488736,6.604116778618867,1.1217730887952044,6.9738418624953535
ankleboot-158,2.864373036541072,-1.4949769196196068,3.411512174380399,-1.0323758982841846,3.835915152700096,-1.23322655093707,4.295401197027338,-1.2137777572473467,4.703710375098182,-1.5191461272434197,5.082556050656162,-1.5733803411001979,5.459068363787542,-1.6798039323539482,5.814444711450898,-1.658944702547032,6.07276430170352,-1.65614081374161,6.3435179952624425,-1.7447237629592458
ankleboot-172,-0.1792724964744888,2.264825949041008,-0.13470324682223955,2.6589732439031017,-0.26347752511493316,3.1286197146692336,-0.21117714693714817,3.4952177783642253,-0.3258413177982791,3.834422119499871,-0.33333521670716115,4.1114836463025,-0.3583648607229677,4.293961240374494,-0.35775816376737574,4.574933257913422,-0.3625969590128078,4.7625249427766905,-0.3635666560356271,4.9777349772128066
