id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1
200^60000^sgd-0,0.9546631,0.12203561,2.7605069,-4.7722497,5.9019537,-1.537479,5.381719,-7.491078,5.725385,-7.9163218,7.9931946,-9.630391,-1.0476861,-10.157715,1.9529837,-14.4569235,-4.4226813,-21.759567,-2.8629556,-26.712877,-0.36851603,-26.74683,3.837352,-25.251675,7.325883,-26.745628,12.576279,-27.996054,11.764377,-28.654491,5.230723,-26.158566,4.518141,-26.636868,4.0037975,-27.616804,0.3450187,-29.241346,5.5826054,-27.622503,10.639455,-25.988663,7.3759418,-27.234406,9.584258,-25.779173,4.0053773,-23.754292,7.133261,-23.580868,7.6585355,-25.389122,9.015452,-22.158056,9.322138,-22.788761,5.175194,-23.802433,6.2833147,-26.874548
200^60000^sgd-1,-2.5371978,0.80750495,1.3578936,-2.3471844,2.9558504,0.1179309,5.2962885,-4.7017584,4.1539006,-5.4347253,5.6361985,-7.939559,2.4580114,-9.843647,1.0725797,-11.548494,-1.4627217,-19.026537,-3.8081765,-23.710964,-3.9011297,-28.5493,0.22351354,-25.265245,5.4928484,-24.145782,11.424262,-23.995245,12.683714,-25.428055,7.939884,-26.393648,7.2735524,-26.41725,5.5335,-29.80903,0.074470185,-32.319153,2.0571167,-28.79039,7.3747406,-27.540092,6.669894,-30.655935,8.049195,-29.611477,5.4118943,-26.789175,5.527808,-26.215971,7.189909,-28.537321,7.2516,-24.696125,11.601069,-25.254988,7.9795737,-22.370829,6.32322,-24.556177
200^60000^sgd-2,-2.056526,2.4887598,0.58209664,-1.3042364,3.6986413,1.9964881,7.4590583,-5.2798753,3.2943468,-7.2360334,7.317875,-6.7495356,2.5154502,-8.15283,2.5846379,-10.113176,0.0120013105,-19.553902,-5.6931534,-23.151363,-4.126834,-26.673649,1.1638043,-27.074297,4.9262524,-26.376307,10.548598,-25.937769,11.034138,-25.84694,7.456774,-24.603249,7.4455476,-28.758413,5.9610486,-27.991299,2.0234528,-32.604137,4.0381684,-30.235413,9.205351,-29.027103,5.604403,-32.119236,5.9663653,-29.268417,3.3455064,-26.808695,4.1277013,-24.609776,6.033627,-27.564177,8.929806,-25.59853,12.396588,-23.192627,9.013856,-23.706469,6.091741,-26.01095
200^60000^sgd-3,-2.136074,2.2345326,0.6804722,-1.8505372,3.3848941,1.6105015,6.9430428,-5.124838,3.1844833,-6.8639927,6.563704,-7.0967107,2.8104293,-8.66045,2.5342844,-10.589799,-0.40712577,-19.710594,-5.3100677,-23.213026,-4.09443,-26.878754,1.10505,-26.49796,5.0940795,-25.922514,10.391094,-25.273344,10.908227,-25.129774,7.7097936,-24.92997,7.676416,-28.246868,6.043015,-28.614061,1.7669945,-32.13172,3.4711254,-29.587198,8.484308,-28.640034,5.459662,-31.407484,6.809373,-29.821482,3.6682882,-26.996681,4.440751,-25.02961,5.8985467,-27.412735,8.454361,-25.485273,12.716614,-23.697208,9.023317,-23.340122,7.7343736,-25.357685
200^60000^sgd-4,-2.0519106,0.79665524,2.0832686,-2.2075536,3.7494495,0.3765539,5.846216,-5.076716,4.5255456,-5.6422777,5.80197,-8.352672,1.2787246,-9.636106,0.9665793,-12.091192,-1.6906674,-19.846321,-4.371231,-24.36359,-2.2732906,-28.480797,1.2854706,-25.125437,6.075535,-24.197603,12.110632,-24.442871,12.612775,-26.065367,7.524232,-26.543617,6.7986126,-26.678211,5.0834737,-29.965517,-0.21663749,-31.573566,2.4179196,-28.535963,7.797002,-27.83245,5.6295652,-29.623058,8.047494,-29.113903,5.2704806,-26.291897,6.155089,-25.77407,7.8036613,-27.986263,7.589492,-24.502657,11.415363,-24.660921,7.5601907,-22.512844,7.850642,-25.633741
200^60000^sgd-5,-2.9042423,2.4894235,-0.683863,-1.512768,2.702102,2.359629,7.31952,-4.204144,2.6000636,-6.435966,6.598781,-6.1828704,3.6255121,-7.9207454,2.1553383,-9.280672,0.71844554,-19.121058,-5.627218,-21.804594,-5.3138084,-26.39016,0.5144938,-26.96191,4.2406178,-26.429699,9.746265,-25.623014,10.472374,-24.691849,8.2105465,-24.348087,8.368247,-29.337793,7.053748,-27.788475,2.200321,-32.833176,2.7523952,-31.720833,8.702452,-29.616014,5.521362,-32.70608,5.7158656,-30.140156,3.1397617,-27.437946,3.3116314,-25.458082,4.540119,-27.750868,8.054749,-26.301472,13.7314625,-23.557426,9.865274,-23.518486,8.206205,-26.667566
200^60000^sgd-6,-3.125153,2.275432,-0.68629783,-2.614007,1.8142784,2.8468807,7.018768,-3.9408946,2.7384782,-6.2095394,6.145244,-6.152224,3.5311317,-8.788513,1.7470757,-9.983704,0.18062454,-18.796446,-5.073672,-22.326801,-5.0665812,-27.375603,-0.19186948,-26.550077,4.0419607,-25.427814,9.619726,-25.867128,10.998516,-24.533964,8.394474,-24.73158,8.48104,-28.661068,6.7175336,-28.495092,1.9135096,-33.47617,2.6876252,-30.840324,7.5506306,-29.265732,6.5178895,-32.10964,6.654412,-30.338114,3.6257098,-27.6675,4.0703807,-25.75249,5.4701056,-27.265816,7.4724894,-26.110918,13.404575,-24.26696,9.874385,-22.85344,7.6287584,-26.502018
200^60000^sgd-7,-2.555186,3.0451198,-0.3891885,-1.691151,2.746995,2.539721,7.9744406,-4.5186005,2.6849422,-6.7823763,6.90509,-6.451454,3.141493,-7.699843,2.1965241,-9.646429,0.7624988,-18.988922,-5.469356,-22.399632,-5.090638,-26.618723,0.18596573,-27.016027,4.025679,-26.17452,9.648111,-25.565023,10.653953,-24.955736,8.3489275,-24.17647,8.1995125,-28.88829,6.6926413,-28.075092,2.7738097,-33.301594,3.1666915,-30.976482,8.408906,-29.869051,6.1973624,-32.68504,6.334147,-30.055935,2.9480393,-27.95469,3.9051707,-25.474867,5.6046066,-27.215038,8.08037,-25.93548,13.413077,-23.69336,10.091014,-23.321001,6.8216043,-26.520693
200^60000^sgd-8,-3.798319,2.8221233,-0.9843934,-2.0324035,1.7271748,2.5943096,7.435141,-3.6473904,1.8710879,-6.2006483,6.7858367,-5.6465187,3.8132596,-8.182861,1.8826035,-9.299485,1.04086,-18.56831,-5.0120807,-21.777405,-5.6238513,-26.702616,-0.34462065,-26.814892,3.6431034,-25.932945,9.085841,-25.524788,10.026595,-24.25125,8.680296,-23.999058,8.907835,-28.657196,7.227611,-28.183388,2.663637,-33.43295,2.642797,-31.341122,7.990316,-29.688005,6.560149,-32.920982,6.247323,-30.619816,3.2098095,-27.814495,3.3378859,-25.920042,4.5463266,-27.32199,7.798145,-26.913465,13.867693,-23.86299,10.57652,-23.22555,8.045448,-26.072876
200^60000^sgd-9,-2.4435706,2.9292252,0.24050796,-1.4110961,3.2110927,2.4362314,7.579894,-4.7217813,2.4611566,-6.840434,7.489308,-6.2067623,3.2794337,-7.9217224,2.4286673,-9.932807,0.46766615,-19.467047,-5.7542753,-22.54465,-4.5970893,-26.554068,0.67309254,-27.357023,4.546442,-26.39873,10.011276,-25.895044,10.508363,-25.342827,7.6185102,-24.251265,8.006083,-29.054136,6.541533,-27.748997,2.6869693,-32.924145,3.3054338,-31.505978,8.379604,-29.328915,5.755637,-32.52226,6.039071,-29.734291,3.1502442,-27.204994,3.5685093,-24.865377,5.4160438,-27.558796,8.900854,-25.861368,12.960871,-23.209675,9.816649,-23.667313,6.9904156,-24.982962
