id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1,t30d0,t30d1,t31d0,t31d1,t32d0,t32d1,t33d0,t33d1,t34d0,t34d1,t35d0,t35d1,t36d0,t36d1,t37d0,t37d1,t38d0,t38d1,t39d0,t39d1,t40d0,t40d1,t41d0,t41d1,t42d0,t42d1,t43d0,t43d1,t44d0,t44d1,t45d0,t45d1,t46d0,t46d1,t47d0,t47d1,t48d0,t48d1,t49d0,t49d1,t50d0,t50d1,t51d0,t51d1,t52d0,t52d1,t53d0,t53d1,t54d0,t54d1,t55d0,t55d1,t56d0,t56d1,t57d0,t57d1,t58d0,t58d1,t59d0,t59d1,t60d0,t60d1,t61d0,t61d1,t62d0,t62d1,t63d0,t63d1,t64d0,t64d1,t65d0,t65d1,t66d0,t66d1,t67d0,t67d1,t68d0,t68d1,t69d0,t69d1,t70d0,t70d1,t71d0,t71d1,t72d0,t72d1,t73d0,t73d1,t74d0,t74d1,t75d0,t75d1,t76d0,t76d1,t77d0,t77d1,t78d0,t78d1,t79d0,t79d1,t80d0,t80d1,t81d0,t81d1,t82d0,t82d1,t83d0,t83d1,t84d0,t84d1,t85d0,t85d1,t86d0,t86d1,t87d0,t87d1,t88d0,t88d1
airplane-3739,-15.086375,-9.714357,-14.930722,-30.89103,-12.7060375,-27.427021,-8.245476,-26.997786,-4.7439613,-25.78306,-1.6270676,-28.33582,0.23795477,-30.367073,2.563771,-35.768368,-0.41412592,-39.443127,-5.2821226,-36.596222,-9.344773,-35.850704,-12.272828,-32.63092,-9.882579,-25.747768,-8.198849,-22.573196,-4.753888,-24.505365,2.0039163,-29.559906,-4.33507,-21.860687,-7.794638,-19.425837,-9.372765,-12.278549,-8.0777025,-15.48094,-4.9707303,-18.094585,-7.712281,-22.1875,-15.086577,-23.858543,-20.999218,-28.122086,-21.423382,-33.97752,-19.287745,-38.90922,-13.49218,-37.23243,-9.731413,-30.632835,-10.676365,-26.428255,-16.298233,-24.132013,-21.030394,-27.831018,-19.328459,-28.15955,-12.8978815,-26.021486,-7.8257976,-28.250467,-5.66296,-27.6719,-5.2380004,-29.006786,-9.239326,-30.624487,-10.354117,-33.69423,-6.0077424,-31.641005,-9.406633,-32.596363,-8.3192425,-34.35745,-4.902688,-32.07919,-3.9557145,-33.40715,-2.356558,-31.804447,-3.7951336,-35.990746,-4.2077184,-36.93264,-1.2107679,-38.402477,0.5793957,-36.897297,2.6162465,-39.26608,0.07256752,-35.866722,1.1014369,-38.97494,1.5638338,-32.55078,2.1132998,-33.148304,4.3552628,-33.33109,4.612935,-32.81315,5.9524364,-36.177513,8.752638,-36.875755,6.3152394,-31.03054,3.781691,-34.088585,5.91508,-28.89025,4.628652,-28.348509,5.586198,-29.127573,5.5661964,-31.872925,5.092834,-32.958744,8.455637,-35.379364,8.955795,-32.780174,9.385748,-36.711826,11.438644,-36.36741,12.169371,-35.649036,11.579082,-33.623165,11.997835,-34.119003,14.198449,-37.760098,10.860249,-35.904594,13.0288515,-36.604256,13.925924,-34.10722,14.13583,-33.799686,10.78987,-35.58052,11.928754,-36.945503,14.824586,-36.634857,11.466388,-38.705757,7.3098474,-39.140934,6.425945,-39.4338,7.9208817,-39.38191,3.4948678,-38.480175,3.684275,-39.584705,2.8957374,-38.911457,8.414499,-41.603516,9.996074,-40.284725,7.603768,-40.141277
airplane-4141,-17.030844,-16.541216,-9.545983,-26.470007,-9.150093,-24.214462,-5.4921656,-24.540255,-1.0041873,-24.001305,1.2666112,-28.645205,0.8701194,-32.37866,3.5379915,-36.11167,-1.9989892,-37.820435,-4.7313423,-36.810627,-9.3086,-35.83621,-12.123381,-32.258545,-8.863856,-25.711428,-7.655356,-22.60887,-4.287964,-24.563274,2.3921757,-28.674784,-3.4528122,-21.547995,-7.3785367,-18.627691,-9.530701,-12.263182,-7.3422804,-16.70797,-4.762373,-21.410192,-7.186796,-20.537058,-14.690442,-24.915804,-20.287292,-26.724403,-21.275492,-35.52632,-18.97639,-39.878532,-12.507434,-37.577614,-8.608658,-30.455,-10.596155,-24.380224,-19.458488,-23.902414,-22.935122,-28.44966,-18.196512,-25.698181,-12.532175,-24.358288,-9.11867,-25.372372,-5.0568724,-26.022562,-6.539135,-26.434538,-9.154893,-28.267025,-11.651644,-30.675499,-9.473848,-31.325548,-8.00263,-30.141901,-8.565172,-31.644527,-7.594375,-30.977907,-2.3756084,-30.70637,-4.5399685,-30.12947,-5.0594387,-33.318634,-5.6547976,-40.061356,-3.1595924,-38.386894,-2.1850245,-38.22215,-0.018621534,-40.625534,-2.0323627,-38.556206,-2.0941105,-38.61363,-0.8961424,-34.12297,-0.9829356,-34.78402,1.998074,-34.362286,2.760629,-34.527172,3.1958654,-35.138184,5.727386,-36.50629,5.0420628,-33.69553,2.4971006,-31.979233,3.7447412,-30.299597,4.074027,-29.931353,2.9442518,-28.02757,3.6463575,-30.588682,3.8805308,-31.086334,6.9236856,-36.104034,7.4731636,-35.110695,7.8016353,-35.121616,9.194876,-37.846634,11.07907,-37.150074,9.644883,-36.033764,10.548988,-34.986736,11.260004,-37.197124,9.4354105,-37.93303,10.5145235,-37.036945,11.171114,-35.073788,11.68248,-33.889065,11.735955,-33.65474,10.077264,-35.13013,12.630998,-35.23552,11.580665,-35.564053,7.7200522,-36.760086,8.318662,-37.451973,6.4347525,-37.57989,3.7809048,-36.29046,5.610787,-36.743362,2.8909492,-37.45771,7.8271623,-38.600864,10.74055,-37.834488,7.533113,-38.849068
airplane-5786,-14.76708,-13.832932,-10.40369,-27.50084,-10.580792,-22.798262,-6.961513,-23.401018,-3.409904,-23.45499,-0.8507347,-26.181543,0.9811096,-28.414482,3.9817774,-34.651466,0.662017,-39.54384,-4.6833324,-38.857395,-8.00295,-37.14044,-11.476621,-33.931896,-10.849171,-27.044369,-9.654945,-23.643785,-5.631615,-24.771418,0.9879141,-29.294413,-3.4826472,-23.716803,-6.4637284,-20.955542,-10.173969,-11.891925,-8.824038,-15.49758,-7.062076,-18.752302,-8.799252,-20.805841,-13.532491,-21.67162,-21.369373,-26.02482,-22.81779,-35.049744,-17.921478,-40.964024,-11.088712,-36.915817,-7.987148,-31.550488,-11.390342,-23.247644,-18.604206,-22.754232,-22.514982,-27.075048,-19.491743,-26.275053,-13.061156,-23.78553,-7.9414754,-25.176085,-5.312874,-25.721924,-5.1020913,-26.979422,-9.182249,-27.5494,-10.6516485,-29.707012,-9.861758,-32.083576,-7.06944,-29.944895,-7.2250633,-30.787792,-7.9088407,-31.392797,-3.1309814,-30.694887,-5.28488,-30.826654,-4.1927266,-32.193855,-6.59596,-39.335083,-3.892696,-37.49774,-2.2229254,-37.885635,-1.0961274,-39.747677,-1.3259748,-39.61953,-2.0517604,-37.641846,-1.0773585,-34.566296,-0.6702942,-35.3452,2.3034868,-32.896515,2.6475153,-34.865917,3.1548674,-34.53538,5.2086873,-35.257236,5.4487953,-34.492706,3.1746044,-30.786283,3.6220407,-31.675882,4.0079103,-31.064554,3.640994,-26.71029,3.8249424,-29.58261,3.2870426,-31.686066,6.1277046,-34.661545,7.1377897,-33.850243,7.874363,-33.829254,9.082797,-36.790142,11.224464,-38.252445,9.191599,-35.500126,10.435979,-36.618504,10.671238,-36.455757,10.306097,-38.87286,10.320907,-37.597107,10.705995,-36.266308,12.560336,-32.793217,13.082938,-33.440933,10.246993,-34.844757,13.096572,-34.838406,12.973051,-35.41805,9.271508,-36.488,9.129719,-37.71493,5.3187947,-38.013557,5.044448,-36.323555,5.7739916,-36.35034,3.846064,-36.562862,6.607116,-38.33198,9.363643,-37.09866,8.386487,-37.644962
airplane-5795,-17.971443,-15.525951,-7.445279,-26.990093,-7.770092,-23.261612,-3.9897244,-24.210032,-1.4840691,-24.653662,1.828939,-28.068216,0.9905462,-31.728294,3.8887465,-36.455795,-1.9997354,-38.988518,-5.7920237,-37.19045,-9.327057,-36.578506,-12.3963375,-32.5397,-9.922208,-25.388319,-8.319615,-22.035954,-4.809344,-23.886572,2.0886462,-29.295046,-3.9928393,-21.836956,-7.7130146,-19.143263,-8.956511,-13.121756,-7.93598,-14.59458,-4.6762357,-18.683193,-7.170919,-22.671984,-13.800334,-23.93539,-20.743496,-28.282293,-20.933352,-35.583626,-16.871773,-39.38768,-12.128275,-35.702656,-10.099917,-30.193142,-12.898475,-24.666658,-18.518654,-24.69835,-21.962107,-29.635757,-16.921572,-27.206568,-11.597452,-25.670172,-7.864323,-27.324522,-5.128793,-27.893599,-5.2871785,-28.429152,-8.446237,-30.232563,-10.586275,-31.688984,-6.953753,-31.192595,-8.043861,-31.772867,-8.129892,-33.47401,-6.1950955,-32.700214,-1.2673596,-32.51565,-4.4200606,-31.716112,-3.9792562,-34.534386,-5.4597135,-37.73332,-1.2983165,-38.972607,-0.5333639,-35.60853,0.3195121,-38.352997,-0.9534814,-37.32371,0.7851412,-39.431595,1.0987954,-33.177032,1.5845184,-33.620502,4.39624,-33.41205,4.8180223,-35.03354,5.0742106,-34.10882,8.050453,-36.123753,6.3170495,-32.365875,3.869399,-33.612392,5.133059,-29.697771,5.146846,-29.029743,4.2149277,-28.791779,5.9735184,-30.223917,5.566951,-32.207733,9.383714,-35.890427,9.0008955,-33.096146,9.491129,-35.902752,10.691222,-36.96145,12.071738,-35.79765,11.598228,-34.068195,11.542814,-35.24278,12.015192,-37.415062,11.3809595,-37.83489,11.113921,-35.719685,13.4125395,-36.088722,12.941522,-34.543842,11.86758,-35.260033,11.333505,-37.559853,12.9677,-37.04521,11.141767,-38.22494,8.985904,-38.62577,9.045947,-40.142097,6.3071256,-40.131233,3.1815548,-38.207188,5.9316287,-38.52154,5.0726457,-38.70027,7.081718,-39.89166,9.318856,-38.780994,8.270666,-39.46622
airplane-6913,-15.255184,-15.00881,-9.8801365,-27.29652,-10.913507,-23.66134,-6.001298,-22.849586,-1.3415407,-22.979507,-0.051698133,-25.097942,2.8015726,-29.04679,5.2048798,-34.71882,-0.9879998,-40.14312,-4.064893,-38.73311,-8.087055,-37.714478,-11.248873,-34.5492,-10.566185,-27.888067,-9.730339,-24.46434,-6.0941734,-25.949184,-0.34588572,-28.737919,-3.0445871,-24.65033,-5.6833,-20.967216,-9.800126,-13.509017,-8.100057,-13.727362,-5.9054513,-17.410213,-6.5673914,-21.098072,-12.963961,-22.488419,-20.286991,-26.196985,-22.242615,-34.498222,-18.379383,-39.643295,-12.552306,-37.62752,-8.388063,-31.702559,-11.321908,-24.585373,-18.048004,-23.691927,-22.095613,-28.060907,-18.653667,-26.753084,-13.091167,-24.327484,-8.142515,-25.929823,-4.5815315,-26.912954,-6.005664,-27.216806,-8.730397,-28.1053,-10.842294,-30.849545,-9.697374,-31.587046,-7.1244073,-30.361006,-8.287874,-31.660078,-7.5480237,-31.4347,-2.6717627,-31.61557,-4.1519833,-30.427868,-4.482927,-33.28763,-5.747881,-39.44268,-3.1762595,-37.917698,-2.1654134,-36.713837,-0.31187674,-39.994926,-1.59636,-38.12184,-1.7077358,-38.251858,-0.53630096,-33.375393,0.040799152,-36.140717,2.0540655,-34.623985,3.474759,-34.253498,4.2291827,-35.488132,5.7757754,-35.132263,6.174511,-34.34391,3.1071877,-32.08035,4.2753854,-30.60788,4.368636,-30.064966,3.5125084,-27.12854,4.2093515,-29.32698,3.9677556,-30.957346,7.060051,-35.671463,7.7481823,-34.545082,8.030733,-34.670452,9.826963,-37.86899,10.929289,-36.66112,10.047614,-34.483105,10.374977,-35.29794,11.448679,-37.80278,9.729398,-37.79317,10.751426,-37.24307,11.795546,-35.62572,11.835317,-34.004185,11.718514,-33.69361,11.004891,-35.60725,12.54884,-35.15771,11.647191,-35.725235,7.993524,-36.727726,8.006515,-38.060406,6.9433036,-37.651955,3.486611,-36.636562,6.145642,-37.268833,3.4682753,-37.44988,7.23136,-38.760654,10.431695,-37.827347,7.2793446,-38.66076
airplane-8592,-15.844771,-9.3446665,-11.827113,-30.510147,-10.108891,-27.243282,-7.321472,-27.063635,-4.8603163,-26.756624,-1.7203051,-29.20488,-1.6810856,-29.834583,1.7213204,-33.333755,0.16711387,-35.995617,-2.2151551,-38.056377,-6.396336,-37.807743,-8.622995,-32.9367,-7.660751,-27.977413,-6.798184,-25.385056,-2.4127285,-26.405537,2.0242689,-26.395622,-1.0905727,-22.8269,-3.712581,-18.576857,-6.2189584,-13.018276,-5.830654,-13.960367,-3.4560874,-20.492203,-7.39656,-24.607952,-13.389417,-24.7585,-19.453247,-27.990091,-20.14454,-33.40977,-18.320679,-37.928577,-13.864388,-36.26618,-10.988922,-31.20806,-11.492412,-25.885946,-17.025023,-25.10255,-21.19633,-28.983444,-18.838787,-28.09316,-13.124108,-26.14857,-8.515331,-27.773907,-6.674906,-27.069675,-7.8600225,-28.018454,-9.039009,-30.828236,-8.960852,-31.51527,-6.3774695,-32.060066,-6.796127,-32.49127,-7.3588524,-34.761826,-4.805186,-32.893173,-2.6906419,-33.972836,-2.2663434,-32.582275,-3.257259,-34.204056,-4.467354,-37.07298,-0.9876454,-36.403194,0.8189616,-36.39909,2.2996967,-38.300682,-0.083694056,-36.082195,0.65186894,-37.262516,2.0968173,-33.76121,1.4385326,-36.15,4.547646,-35.865364,5.761242,-34.660137,6.793267,-35.908108,8.37194,-35.86886,7.518974,-31.36609,5.2466183,-32.17331,7.090918,-29.232428,5.9688015,-27.722086,5.0286026,-30.530138,6.215681,-31.89752,6.576276,-31.20672,9.935951,-35.232433,10.463057,-34.592236,10.171805,-36.808678,12.166874,-38.041656,11.652573,-35.290146,12.301467,-36.32059,13.098689,-35.846817,14.324671,-37.70787,12.6517315,-36.759586,12.744449,-34.95464,14.2498255,-35.915302,13.090811,-36.47309,11.2928705,-36.298317,11.897329,-37.7149,14.035901,-38.15549,13.13154,-38.0351,7.9625025,-38.96485,6.4877405,-39.37309,6.4470344,-40.94007,3.7889814,-39.907364,3.7653894,-38.733086,2.9492009,-39.975338,6.344966,-41.347164,10.794559,-40.398495,7.7706437,-40.87133
airplane-14056,-15.834854,-17.59982,-9.354603,-28.674492,-8.597989,-26.058908,-5.78125,-25.50239,-2.8184204,-25.473421,0.25052685,-28.637535,0.20259309,-31.904741,1.8807714,-35.41339,-1.1953335,-37.524345,-3.426334,-36.255833,-8.066272,-36.456806,-11.453652,-31.751936,-8.805773,-25.594244,-7.4424124,-22.528938,-4.87647,-23.78096,2.579178,-29.168077,-4.336934,-22.264116,-7.308215,-19.789186,-9.13689,-13.115951,-8.046825,-14.618546,-5.2537866,-18.308285,-7.3746786,-22.04266,-13.498145,-23.786884,-20.127285,-26.660725,-21.705349,-33.771656,-18.63647,-39.580746,-13.248291,-37.35556,-9.003975,-32.870285,-10.66673,-25.196531,-17.014492,-24.130665,-20.729944,-27.095934,-19.421507,-27.650959,-14.365153,-25.262915,-10.039981,-25.933136,-6.983611,-26.157377,-6.859349,-27.882988,-7.4154873,-28.229595,-9.352411,-30.588823,-8.590388,-33.301098,-6.6853786,-31.674616,-8.071257,-33.199062,-7.448271,-33.310528,-4.170746,-31.99964,-5.6209135,-32.135326,-3.9047384,-33.51967,-4.349191,-38.891285,-1.5817076,-37.958103,-1.2342954,-35.644573,0.3538228,-39.207222,0.09204521,-38.908077,-0.952872,-39.219486,0.4568444,-35.04879,0.70904255,-34.184628,2.9994164,-34.545963,3.851395,-35.281628,4.3192253,-33.608574,6.7329316,-35.22656,6.939634,-34.096546,3.0996666,-32.881,4.2143483,-29.992517,5.6160264,-30.693699,3.8309543,-28.725182,4.6216908,-30.673922,5.006306,-31.363062,7.7502327,-34.88186,8.145823,-35.544453,8.928437,-34.194206,11.351866,-36.79815,11.831428,-37.12668,10.7782,-35.747845,12.037185,-36.547436,12.538273,-37.030712,10.81725,-37.75756,12.743149,-37.149498,11.991448,-36.921375,12.506311,-34.19427,12.074298,-34.823345,9.99751,-36.424625,13.726829,-35.67146,10.940473,-36.42058,9.272954,-37.620705,8.995134,-39.32427,7.1645966,-38.344574,3.0660875,-37.393528,6.3236623,-38.254,5.413826,-38.438984,7.399833,-39.489067,9.700163,-38.512924,7.191343,-39.310963
airplane-14127,-14.876334,-15.287911,-13.341434,-26.90372,-11.961864,-24.522486,-8.641108,-24.09703,-6.2322273,-24.336023,-2.5435712,-26.819418,0.41965115,-28.33872,4.1234493,-33.229675,1.7235644,-36.837578,-1.8494259,-37.91377,-6.154506,-37.750217,-10.0206175,-34.86943,-9.991278,-29.288347,-9.288509,-25.534473,-5.5318985,-26.904919,-0.46423602,-27.958868,-1.8390583,-24.690676,-4.1725907,-20.19527,-7.6199307,-13.679912,-6.7186365,-13.112261,-4.7608657,-18.049263,-7.029781,-22.582878,-12.00356,-23.236414,-19.228376,-26.47224,-21.704638,-33.729248,-18.754759,-39.03247,-12.726605,-37.794533,-9.253574,-32.271976,-11.668443,-25.400198,-17.19895,-24.36076,-22.546635,-29.166794,-18.334974,-27.375603,-13.397697,-25.086506,-9.641395,-26.410606,-6.2351813,-26.876328,-6.6162963,-27.010355,-8.606326,-28.728466,-11.35553,-31.27571,-8.777406,-31.618046,-7.611198,-31.150986,-8.748389,-32.071194,-6.5969744,-31.218058,-2.0408537,-31.33454,-3.8126466,-30.562613,-5.030023,-33.771893,-4.6801314,-39.941273,-2.3105278,-37.050022,-1.6966935,-36.996975,0.34737512,-40.367153,-1.440348,-38.116436,-0.8433847,-38.404793,0.09010754,-34.99056,0.4857408,-35.34141,2.696085,-34.67808,3.53347,-33.371075,4.37076,-35.156956,6.134415,-35.087036,5.871536,-33.76048,2.7163029,-32.57018,4.5741467,-30.13473,4.770532,-29.986975,3.58608,-28.167048,4.5144334,-30.074907,4.2220936,-31.20379,7.6861916,-36.05776,8.138022,-33.58397,8.147498,-35.111893,10.424375,-37.812363,11.197113,-36.888355,10.064092,-34.765057,10.93197,-34.72945,11.249501,-37.412167,9.709835,-37.420246,10.576428,-36.36494,11.853859,-35.698147,12.154969,-34.079994,12.064867,-34.363552,11.44698,-36.244358,12.18729,-35.826958,11.59768,-36.118244,7.68774,-37.35165,8.146861,-38.878307,6.5448194,-38.69765,3.3550146,-36.88818,5.9535975,-37.824207,3.6482906,-37.75107,7.908815,-39.233337,10.65267,-38.45881,8.638911,-38.829723
airplane-14176,-11.792687,-9.602421,-9.2571,-12.222094,-13.07314,-23.04698,-7.2978387,-23.82793,-3.9884717,-22.977758,-0.573754,-25.933798,2.1410785,-29.405005,4.3612394,-35.273033,0.369481,-39.304394,-4.291596,-38.588196,-8.143689,-36.641136,-11.346401,-33.65553,-10.6975765,-26.952986,-9.158967,-22.974024,-4.4769106,-25.480524,0.9214705,-29.13044,-3.6370378,-22.976107,-6.6131907,-19.554237,-9.078011,-11.143171,-7.6690016,-15.548859,-5.542468,-18.545195,-7.297994,-21.447979,-13.509097,-23.225933,-21.266474,-27.849083,-21.546957,-35.00637,-17.33683,-39.90192,-12.131107,-36.571526,-9.046291,-30.686487,-12.07409,-24.00676,-18.608868,-24.226559,-22.734667,-28.92932,-17.617903,-26.454977,-11.851902,-25.035723,-9.097585,-26.031366,-4.583075,-27.348043,-5.0452085,-28.016863,-9.914981,-28.8517,-11.458076,-30.91048,-9.24747,-31.715368,-7.0478215,-30.893423,-8.143902,-32.21261,-7.093779,-31.00907,-2.0987449,-31.108303,-3.9039145,-30.359272,-4.6021194,-33.564,-5.534064,-38.303356,-2.9018214,-38.608395,-2.0654557,-36.082813,0.09722701,-39.948437,-1.4952596,-37.946896,-1.6579207,-37.28185,-0.23409742,-34.485584,-0.6263929,-35.39915,2.069982,-34.78875,3.651928,-35.35429,3.909086,-35.312405,6.2952857,-35.586178,6.520261,-34.329876,2.909555,-32.066998,4.2526865,-30.188637,4.7128897,-30.245192,3.5202487,-28.42738,3.9762356,-30.379427,4.160173,-30.798594,7.2256727,-35.642124,7.171337,-35.158573,7.983413,-34.967216,10.092258,-37.717678,10.757543,-36.87641,10.428423,-35.026833,10.891008,-34.748734,11.623016,-37.031506,10.079555,-37.82688,11.504895,-37.663742,12.009427,-35.737183,12.01384,-34.256374,11.443308,-33.90861,9.716371,-35.888508,12.327345,-35.40008,11.206371,-35.95846,8.03446,-36.9534,8.043711,-37.993195,6.9698157,-38.037403,3.237116,-36.817425,6.450538,-37.58673,3.5621786,-37.33866,7.5030837,-38.922756,10.690228,-38.12394,7.30925,-39.15646
airplane-15423,-14.101711,-10.918442,-13.37236,-26.350634,-11.747022,-24.84101,-8.375039,-24.484447,-4.926995,-24.295128,-1.1939036,-26.699327,0.9257931,-29.403942,3.1591578,-34.437645,0.51669747,-38.041977,-4.0675344,-38.05535,-9.019403,-36.331123,-11.957461,-33.14391,-9.869426,-26.666155,-8.799608,-23.871511,-5.29874,-25.50498,0.24138752,-28.653591,-3.0488217,-23.798388,-5.3878403,-21.014389,-9.358585,-12.950718,-8.152414,-14.125386,-6.709477,-19.129894,-8.043621,-21.610811,-13.575863,-22.903397,-20.766987,-26.604452,-21.632751,-35.264046,-18.854301,-40.36372,-11.739854,-37.46068,-8.24852,-30.590187,-10.899248,-24.535675,-19.072023,-23.62909,-22.795437,-28.93707,-17.707546,-26.521963,-12.978714,-25.08973,-8.299456,-26.443989,-4.8740196,-27.664478,-6.3993206,-26.841965,-8.11449,-28.23396,-11.4416895,-31.130898,-8.958456,-31.832819,-6.9728913,-31.016603,-7.109952,-31.233202,-6.5445313,-31.212618,-2.0345871,-31.272068,-3.8162591,-30.486809,-4.8215795,-33.428375,-5.1056623,-40.191498,-2.6795273,-37.884693,-1.7830446,-37.336224,-0.5530695,-40.70502,-1.8789212,-37.920383,-1.5031103,-39.016495,-0.33635747,-34.756577,0.0780203,-35.887196,2.3760178,-35.18333,3.4804893,-33.296917,4.4997478,-35.918495,6.4735026,-35.99404,5.2077236,-33.211994,3.069112,-32.23157,3.9302824,-30.290716,4.3723154,-29.978382,3.292435,-27.882626,4.5790024,-30.117926,4.5386543,-32.07416,7.281575,-35.80489,7.8785253,-33.28706,7.996121,-35.45174,9.983353,-37.63903,11.658127,-37.50371,10.524914,-34.03248,11.130514,-36.75858,11.991021,-37.437904,9.984019,-37.437386,10.390883,-36.66545,11.341615,-35.6045,11.867875,-33.672493,12.194567,-33.641464,9.50547,-35.6649,12.1053705,-35.94335,11.033382,-36.12551,7.671478,-37.21969,7.880975,-38.319344,6.247226,-38.11643,3.8255694,-36.841244,6.479636,-37.821796,3.8048928,-37.46249,7.687123,-38.97126,10.586254,-38.55229,7.9904656,-38.330147
