id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1
a-0,1.6334980326904676,0.4551545072463676,1.4852076256463171,0.27691510861940494,1.198772743896315,0.01590183848613132,0.48153535889397325,-0.2297104748062156,-0.6820117739790403,-0.6104747380871053,-1.4940532365361971,-0.5512276804987085,-1.87973698080832,-0.4784369836656649,-2.1314742638256807,-0.4450948350809382,-2.3239414494037254,-0.41016077506966836,-2.4870492948172354,-0.3832823004820531
a-1,1.024403234681403,1.7808557081860097,0.9632263118415324,1.5566277073857209,0.7960256034093831,1.4428523794346428,0.5463231714977972,1.2077813865422984,0.15447947343228113,0.9322054697285866,-0.5784328580511653,0.5103478928752636,-1.5753818478019728,-0.07049006928164742,-2.005870099521511,-0.23244745947792303,-2.2318374721698775,-0.2428462925138965,-2.392661189961477,-0.22691812067100148
a-2,1.340836101671541,-0.7244295253898075,0.840161810482353,-0.6598808785619245,0.11116012410390357,-0.6391161961236147,-0.5926621066165192,-0.5787896736926347,-1.156060585592818,-0.47776218841288565,-1.5775760877441298,-0.45127782597808513,-1.9040455840463149,-0.43181187141443,-2.152170123838011,-0.4020014879429783,-2.3420898257226757,-0.3632435932719274,-2.5013696267582493,-0.33282675079266666
a-3,1.3605541572106543,0.017262228693717328,1.2923778842182136,-0.024670405969849978,1.0392163463163364,-0.1723995736714608,0.3786189245071251,-0.3424506100501526,-0.6606742307431274,-0.6037942856645453,-1.4867099037627656,-0.5211619402032195,-1.9010447801349728,-0.43074934181953284,-2.1753017804553614,-0.36764476396803353,-2.3834193196206392,-0.301370645265495,-2.5671052018805587,-0.23929546368491356
a-4,-0.7066975033509072,0.3208486517995951,-0.8659961051727234,0.3088680009119904,-1.0006476436090403,0.20974229070311642,-1.137358943838391,-0.014443234688823097,-1.3602539173072117,-0.23526031184301244,-1.6633513518754128,-0.3441856201809345,-1.9530736748167665,-0.3663788937586873,-2.1874909817946935,-0.35679470512941913,-2.3745619949096284,-0.3255036163578624,-2.5401470328536333,-0.2967744377901508
a-5,-0.737967443272941,1.1023569276854983,-0.9201993870493004,0.8458762947238986,-1.1219102351993802,0.5657369986730251,-1.2945404612710574,0.23122410048283634,-1.4848407063668445,-0.07940188009231243,-1.7470535175125257,-0.24299039335991432,-2.013013782964279,-0.2896431698836046,-2.2365667446562316,-0.28877760896322047,-2.419429694137091,-0.254895831412958,-2.586585761253287,-0.21611708678282318
a-6,1.1670254582952073,-0.8891305026558726,1.0395001534139372,-0.9466799497543954,0.7599552012591453,-1.087504184117013,0.20016741993284975,-1.204854794395914,-0.461246190324111,-1.1685441728536388,-1.2356508285903771,-0.8913468343681107,-1.7740855068988592,-0.6600045948647708,-2.0652696536563417,-0.5627067304152596,-2.2545683419429814,-0.5076284599338822,-2.389836578245716,-0.47946199070929757
a-7,-0.15768383232394192,0.005594323197669899,-0.31764782396045277,-0.1361219185886802,-0.5347231167021316,-0.23272687815652165,-0.8711376540993776,-0.3068209100451066,-1.2574575096349825,-0.3561857957320076,-1.6165059052465054,-0.40043878356012075,-1.9270924129462483,-0.4019368731803394,-2.168892730607364,-0.37554310560368,-2.3513564674063074,-0.332907675181176,-2.5036006173218777,-0.29412643205475963
a-8,0.7817382310110179,0.243670263203033,0.36914785455998467,0.24946063909952662,-0.27859835809713585,0.07608961471325153,-0.9520395557234647,-0.07739552264480645,-1.366459493826928,-0.190964386052936,-1.6975279584512106,-0.2879121381833745,-1.9828681276790032,-0.3079589562295676,-2.2110133491849346,-0.2848492657744387,-2.3979587682218266,-0.23709765895581,-2.5674300193026585,-0.18644291026200446
a-9,-0.5672063583110817,-0.9309271683418083,-0.8292763496395983,-1.1006667990547845,-0.8693441239979635,-1.1657208251195836,-0.8096801266088828,-1.0014245749534547,-1.0600981680161732,-0.7345199850337917,-1.508882727337771,-0.6049416184514278,-1.861330803542393,-0.5277565039741362,-2.1085831673097966,-0.47270734288636895,-2.284549811343114,-0.4195241962480592,-2.416414857404787,-0.3711703740763677
a-10,-1.118206313010516,0.576108009510594,-0.9526928324269959,0.6135069681616707,-0.9623447834310418,0.5727460498538028,-1.132766315717337,0.34684542865283424,-1.3484178224588959,0.04258477302082936,-1.5985590291116456,-0.1393620237907965,-1.8296065975519558,-0.1806880152256434,-2.001315032887923,-0.15200159808833844,-2.1074364912066748,-0.08576829474544233,-2.1585216119453756,-0.02946012632656285
a-11,1.3656126188611002,-0.8141724760955464,1.2631140746456966,-0.9333499632434253,1.0684022195133087,-1.1674633498906923,0.6232908104577777,-1.4512869854845154,0.028527716326201404,-1.5852040747517393,-0.5398765871777931,-1.5535891869629004,-1.2964992619150562,-1.2504843033631858,-1.8972876999291646,-0.9059039465136833,-2.170625414824872,-0.7629720282915313,-2.3296768378712804,-0.7070487943707153
a-12,0.1968904017046631,-0.04319032162801086,-0.22429555221225977,-0.2529598092571484,-0.44524118611949365,-0.3442247794964765,-0.7768822444536788,-0.4077981283052571,-1.1811682113220618,-0.4388277664512609,-1.5703784271541545,-0.46291683938325356,-1.8909930916101028,-0.4520585275259322,-2.13760568448012,-0.42688263297091045,-2.326294902883295,-0.3899044010895668,-2.48485951715065,-0.3605058638329936
a-13,0.21551742123928694,-0.6668086769318473,-0.20624115494695133,-0.29014890418102335,-0.5051950429796702,-0.28931834666455236,-0.8414763281221155,-0.34315582920059823,-1.248738209281838,-0.3642788848488191,-1.625095708570663,-0.3919968588886461,-1.926696098280454,-0.3953566416975703,-2.163259483428948,-0.38021881754668885,-2.350297516093649,-0.34818555733118234,-2.51116049045789,-0.32077137736336264
a-14,1.3526399494550918,1.3738399558990682,1.4253038524448989,1.4132437471479105,1.4749735520651084,1.5442151507926145,1.3309121699794388,1.7405770644441725,1.1164749434034114,1.813109166558883,0.9082535443715871,1.802563475166871,0.6541117930151404,1.7834356876940307,0.31758940297439003,1.7633656398225073,-0.12586596973774436,1.663054051581996,-0.6497183727080826,1.2988500437245178
a-15,-0.017024442408628604,1.0886079876354327,-0.3319050197251534,1.0635560484352515,-0.7644989411799775,0.8265473611955229,-1.17317769632533,0.34766692693455975,-1.427132918003466,-0.10101460060364584,-1.6949372783407748,-0.2967516759526436,-1.9550420988595032,-0.3522186164979784,-2.1680345554654807,-0.3609695188945278,-2.3381227983013706,-0.3415732926379019,-2.484230383186428,-0.31850243087347274
a-16,0.03595937281714906,-0.41609908475707136,-0.18686434084612555,-0.3573994672223402,-0.45536158687393585,-0.30874594615799617,-0.8415652857974916,-0.3250843440207103,-1.2660485116516629,-0.3465563057111753,-1.6536667187539806,-0.3608841262338975,-1.9656132056714144,-0.3442567752195762,-2.2062799092459557,-0.3092162077963966,-2.3955280995696975,-0.25744447285206,-2.563708252475031,-0.2091829135789794
