id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1,t30d0,t30d1,t31d0,t31d1,t32d0,t32d1,t33d0,t33d1,t34d0,t34d1,t35d0,t35d1,t36d0,t36d1,t37d0,t37d1,t38d0,t38d1,t39d0,t39d1
d0.95lr0.1-0,2.1261368,-1.6775044,9.549931,-7.891196,18.699253,-9.919877,23.767605,-17.899675,20.426119,-20.276228,20.391558,-16.47382,22.013956,-14.264498,23.065245,-15.757978,25.267488,-15.213131,21.634327,-20.03008,28.681406,-26.496958,26.263752,-18.637949,20.062017,-17.548998,16.601486,-13.438948,12.642996,-19.74189,7.2640095,-20.142908,1.5848633,-22.397314,-1.2674624,-21.980808,-5.731215,-17.201672,-6.192944,-27.398504,-5.8845897,-36.15727,-0.18989678,-33.33785,2.1263115,-28.86683,-1.3216794,-28.724028,-6.11944,-30.094694,-4.4718843,-30.261461,-3.3141131,-32.28482,0.4487312,-38.148647,7.012896,-45.757614,13.372975,-41.346878,14.942455,-41.82705,20.663565,-43.638885,20.670784,-42.08765,28.617277,-41.530804,22.848186,-36.813988,24.254417,-37.00582,30.232327,-30.824759,35.18617,-28.438148,37.36855,-28.359276,42.709316,-33.392044
d0.95lr0.1-1,2.1280723,-1.2809836,10.069307,-7.3707504,18.656956,-9.529033,23.261847,-17.22522,20.153996,-20.415737,20.217575,-16.697186,22.63726,-13.632611,23.344675,-14.913747,25.064867,-14.726147,21.538492,-19.852758,28.462952,-26.828037,26.53624,-18.43517,20.055447,-17.520128,16.871872,-13.152779,13.035232,-20.02248,7.623737,-20.473541,1.351306,-21.902136,-1.4135243,-21.888899,-5.712255,-17.09885,-6.230768,-28.128052,-5.575234,-36.1271,-0.6210886,-33.779976,1.7650101,-28.68588,-0.9407819,-28.419922,-6.37863,-30.40267,-4.003555,-30.508974,-3.096202,-32.571095,0.008867387,-38.326366,7.1963224,-45.96497,13.1797285,-41.450584,15.260423,-41.78804,20.859835,-43.678143,20.538494,-42.09055,28.888287,-41.273556,23.043959,-36.307663,23.858614,-37.25612,30.483881,-31.086523,35.689407,-28.56052,37.52662,-28.033377,41.977802,-33.11988
d0.95lr0.1-2,1.4172449,-1.512431,9.660972,-7.729168,18.560259,-9.165026,22.863548,-17.942717,19.58983,-20.39592,20.00531,-16.920368,22.37153,-14.128017,23.205576,-15.56221,25.252182,-14.729925,21.892775,-19.963491,29.073555,-26.996569,25.7937,-18.661802,19.837671,-16.938904,16.763393,-12.73249,12.580809,-19.271547,7.1067657,-20.25253,0.9348699,-22.170267,-1.2219952,-21.381292,-5.72954,-18.054459,-6.1677537,-28.2145,-5.642179,-35.86807,-0.40484545,-33.51081,2.1628962,-28.372692,-1.24492,-28.689892,-5.923567,-30.009407,-4.377716,-30.905691,-2.7226574,-32.780727,0.1426084,-37.824486,7.0084467,-45.76565,13.297069,-40.82965,14.99734,-41.003998,21.021854,-43.52696,20.700537,-42.964798,28.516977,-42.082596,23.510017,-37.025856,24.207613,-36.44185,30.958591,-30.467169,35.852238,-29.014427,37.677807,-27.836397,41.892166,-33.025284
d0.95lr0.1-3,-1.0039068,-0.513223,9.847988,-7.589382,19.11826,-9.389085,23.09896,-17.66151,19.460543,-20.440067,20.181929,-16.654238,21.973545,-13.446257,23.29003,-15.442504,24.662832,-14.952139,21.086945,-19.384794,28.232355,-26.830141,25.884865,-18.70365,19.45449,-17.788513,16.639235,-12.8139105,13.157784,-19.61375,7.3906875,-20.783558,1.1144139,-21.969107,-1.6802486,-21.613781,-5.5283403,-17.925364,-5.6238413,-27.719975,-5.094378,-35.40801,-0.48729545,-34.16113,1.77712,-28.525852,-0.63707554,-28.825148,-5.3923416,-29.913622,-4.542488,-30.839966,-3.524885,-32.620255,-0.010035654,-37.78646,6.9062424,-45.949493,13.226311,-41.496593,15.335905,-41.12089,21.170174,-43.619232,20.425735,-42.85978,28.663736,-41.489952,23.230764,-36.263504,24.409838,-36.99301,30.781528,-30.438469,35.242645,-28.666822,37.46237,-28.340828,42.49862,-33.426743
d0.95lr0.1-4,-0.26432925,0.7799057,9.530726,-7.8227053,19.04093,-9.017282,23.457563,-17.515686,20.054682,-20.448484,19.674702,-16.577602,22.408867,-14.0046425,23.206244,-15.216609,25.167799,-14.970948,21.486723,-19.314888,28.843634,-27.07406,25.946905,-18.06654,19.382767,-17.521606,16.52699,-13.026802,12.68494,-19.173681,7.5275526,-20.315615,1.6593239,-22.196175,-1.7805023,-21.577028,-5.4412045,-17.51784,-5.9836135,-28.042938,-5.8138065,-35.79895,-0.26606873,-33.991783,1.754891,-28.427528,-1.0107943,-28.90418,-6.308108,-30.360226,-4.031366,-30.749857,-3.0304253,-32.60134,0.42415273,-37.453617,6.8335037,-46.16613,12.951971,-41.421574,14.954115,-41.451897,20.88027,-43.793446,20.936901,-42.149796,28.563559,-41.522324,23.15306,-37.194584,24.412582,-36.5732,31.150179,-30.835321,35.93856,-28.462177,36.999382,-28.104834,42.366177,-33.493195
d0.95lr0.1-5,-1.0990894,-0.6265877,9.894037,-7.3884525,18.644361,-9.053334,22.996723,-17.679443,19.781631,-19.993492,19.666767,-16.818048,22.343159,-13.936717,22.947367,-15.168819,25.39605,-14.730458,21.696836,-19.64135,29.081112,-27.016026,25.91202,-18.662386,19.150515,-17.588478,17.051708,-13.2383795,12.849578,-19.738752,7.7376256,-20.52618,1.2619194,-22.421026,-1.6052771,-21.440014,-5.361506,-17.67163,-5.866444,-28.124918,-5.548446,-35.410854,-0.76625097,-33.986107,1.9236872,-28.328524,-0.79064566,-28.68526,-5.3317986,-30.419926,-4.5426664,-30.836851,-3.4339342,-32.69449,0.1422346,-37.550858,6.4529743,-45.944904,12.698713,-41.240345,15.272646,-41.583637,21.472473,-43.56543,20.161419,-42.97412,28.84097,-41.8546,23.381681,-36.666317,24.005836,-36.88724,30.83813,-30.76389,35.84814,-28.63554,37.52953,-28.497849,42.19353,-33.47541
d0.95lr0.1-6,-0.51107436,-0.72895133,9.600053,-7.200813,18.949863,-9.442055,23.22491,-17.66947,19.411503,-20.059753,19.567423,-16.360304,22.400303,-13.514869,22.991577,-15.253314,25.065756,-15.220349,21.79146,-19.581572,28.566378,-26.595997,25.659687,-18.425083,19.521713,-17.289219,16.545347,-13.104576,12.444247,-19.499447,7.200374,-20.634031,1.2470737,-21.852425,-1.7939652,-21.20771,-5.278643,-17.882915,-5.659414,-27.539965,-5.169827,-35.63326,-0.5948961,-34.07361,2.6623864,-28.482876,-1.4514751,-28.219288,-6.21669,-30.188395,-4.302261,-30.835932,-3.293815,-32.93446,0.43483528,-37.820942,6.798757,-45.816998,13.400159,-41.32605,15.078621,-41.00018,21.15262,-43.7682,20.931288,-42.503494,28.469969,-41.73777,23.462706,-36.95498,24.405565,-36.619736,31.145575,-30.55271,36.005665,-28.822866,37.185177,-27.839125,41.889378,-33.02918
d0.95lr0.1-7,-0.9766608,-1.8523601,9.908322,-7.8925643,18.795893,-8.867414,23.48803,-17.954521,19.91826,-20.719511,19.654604,-16.239702,22.255741,-13.814692,23.560434,-15.116776,24.4854,-14.723202,21.174507,-19.710634,28.252237,-27.112728,26.510458,-18.581282,19.60017,-17.470682,16.803316,-13.46589,13.318184,-19.747435,7.7765236,-20.777012,1.5377214,-22.611967,-1.129448,-22.301653,-5.6652284,-17.14394,-6.2476325,-27.702837,-5.942463,-36.090225,-0.4083475,-33.682404,1.7880384,-28.564955,-0.7577802,-28.393522,-5.4479375,-30.056324,-4.602932,-30.77493,-3.2274415,-32.470318,0.4262564,-37.85001,6.2783856,-45.98693,12.738885,-41.206287,15.057454,-40.958916,20.895695,-43.35434,20.84109,-42.27202,28.67322,-41.256042,23.088755,-36.955692,24.337978,-36.904354,30.389137,-30.776718,35.32692,-28.789696,37.64241,-27.844734,42.02683,-32.832504
d0.95lr0.1-8,1.4860096,-1.4579003,9.594009,-7.241498,18.821127,-9.384996,23.442926,-17.562029,19.61453,-20.511164,19.574392,-16.198225,22.336502,-13.379838,23.429995,-15.381843,25.240307,-14.647125,21.432281,-19.546963,28.524803,-26.412106,26.252516,-18.316896,20.03711,-17.579912,16.617977,-13.351669,12.524896,-19.78526,7.319013,-20.463814,1.5816518,-22.30817,-1.2400706,-22.158976,-5.887068,-17.597395,-6.3659577,-27.76568,-5.8252487,-36.00954,-0.40445834,-34.111294,2.5836215,-28.496365,-1.482083,-28.28436,-6.097893,-30.460543,-3.9668064,-30.911339,-3.0297709,-32.715057,-0.049318925,-37.90406,6.528612,-46.16018,13.087882,-40.94495,15.135077,-40.809486,21.334179,-43.664574,20.68194,-42.768375,29.138323,-41.477375,23.056345,-36.45053,23.94081,-36.971237,30.41911,-30.52552,35.379635,-28.816214,36.96818,-28.157505,42.46325,-32.908413
d0.95lr0.1-9,0.7662606,-2.6841528,9.476483,-7.612771,18.8065,-9.648317,23.596176,-17.8058,20.261427,-20.180292,19.686241,-16.297554,22.16336,-13.35297,23.461088,-14.944348,24.899652,-15.035879,21.280928,-19.921553,28.449293,-26.985294,26.6078,-18.532494,19.819475,-17.511435,17.191751,-13.229737,12.971512,-19.464893,7.468549,-20.789316,1.4366273,-22.125082,-1.7175579,-21.620329,-5.3945613,-17.698368,-5.8574986,-27.5982,-5.258633,-35.554623,-0.3944,-33.730007,2.211985,-28.401628,-1.1252888,-28.665842,-5.648854,-30.083277,-4.515505,-30.548998,-3.6488252,-33.000523,-0.019745156,-38.19656,6.952985,-45.935368,13.026959,-41.56894,15.072661,-41.73099,21.47168,-43.406075,20.272055,-42.641262,28.933155,-41.596878,22.941792,-36.48386,23.879454,-37.076588,30.346096,-30.959051,35.23169,-28.48921,37.143795,-28.121891,42.6017,-33.224182
